I0,I1,I2,I3,I4,I5
6863,5214,5135,-759,559,200
6893,5877,5104,-392,524,-132
6652,6615,5346,77,310,-387
5899,6781,5218,492,-21,-471
5410,6933,5064,858,-522,-336
5097,6901,5409,908,-887,-21
5001,6997,5990,623,-629,6
5155,6843,6533,184,-322,138
5342,6368,6656,-401,-285,686
5356,5708,6643,-713,-304,1017
5686,5149,6849,-545,253,292
6124,5022,6976,-699,1145,-446
6617,4989,7009,-787,1447,-660
7100,4899,6657,-728,1560,-832
7144,4855,5840,-455,1157,-702
6958,5219,5040,-471,1051,-580
6772,6016,5226,-118,702,-584
6274,6475,5524,744,484,-1228
5875,6773,5224,990,8,-998
5553,6906,5093,1077,-1190,113
5136,6861,5181,1113,-1540,427
4876,7122,5669,958,-1384,426
4895,7104,6461,796,-1192,396
4963,6540,7036,513,-1074,561
5255,5669,6743,-55,-783,838
5988,5421,6577,-545,-759,1304
6474,5434,6566,-895,-607,1502
6805,5193,6725,-1174,176,998
6925,5074,6469,-1223,1292,-69
7052,4947,5874,-1115,1312,-197
6959,5040,5157,-1178,1322,-144
7008,5772,4991,-774,1129,-355
6816,6591,5183,-558,902,-344
6122,6681,5318,-439,846,-407
5403,6596,5534,78,764,-842
5145,6853,5738,1105,4,-1109
5044,6953,5824,1566,-1123,-443
4993,7006,6411,1481,-1321,-160
5018,6753,6982,1427,-1284,-143
4967,5969,7032,919,-999,80
5243,5205,6794,642,-705,63
6094,5289,6710,355,-569,214
6748,5250,6251,-380,-487,867
6962,5037,6278,-1320,293,1027
6981,5018,5817,-1441,883,558
6979,5020,5175,-1214,955,259
7060,5747,4938,-1148,1072,76
6936,6551,5062,-715,770,-55
6260,6833,5166,-518,680,-162
5386,6613,5575,60,592,-652
5248,6750,6165,874,601,-1475
5207,6791,6388,1320,394,-1714
5098,6900,6448,1399,-82,-1317
5065,6842,6933,1301,-949,-352
4991,5984,7008,1104,-1173,69
5196,5269,6803,884,-985,101
5970,5230,6768,661,-871,210
6582,5417,6480,285,-790,505
6813,5185,5711,-369,-507,876
6941,5059,5682,-1381,151,1230
6956,5043,5347,-1543,890,653
7091,5568,4907,-1487,1207,280
7030,6410,4968,-1183,921,262
6474,6892,5108,-855,546,309
5568,6826,5172,-236,225,11
5043,6955,5713,561,-148,-413
4963,7036,6029,1103,-681,-422
5082,6916,6647,943,-611,-332
5060,6364,6938,455,-358,-97
5259,5527,6741,-200,45,155
5795,5182,6817,-802,439,363
6255,5130,6869,-893,594,299
6772,5203,6795,-677,528,149
6830,5168,6248,-294,225,69
6649,5350,5761,453,-348,-105
6703,5619,5296,657,-545,-112
6854,6120,5146,306,-403,97
7090,6703,4908,-314,-371,685
6687,7140,4859,-1287,-349,1636
5835,7082,4917,-1244,-157,1401
5192,6807,5562,-1141,395,746
5261,6738,6355,-789,764,25
5314,6349,6684,-678,891,-213
5160,5870,6837,-318,836,-518
4929,5512,7069,293,911,-1204
5055,4947,7051,1144,770,-1914
5827,4831,7167,1193,531,-1724
6699,5300,6690,1223,-356,-867
6781,5218,5830,1120,-1153,33
6628,5536,5371,924,-1169,245
6687,5999,5311,882,-1130,248
6726,6347,5272,600,-992,392
6857,6810,5142,158,-881,723
6686,7173,4825,-779,-783,1562
5821,7175,4825,-1117,-739,1856
5101,6897,5321,-1352,-187,1539
5260,6739,6575,-1023,700,323
5276,6201,6721,-936,1055,-119
5257,5695,6742,-1023,1080,-57
5345,5254,6745,-859,988,-129
5734,5066,6932,-627,946,-319
6249,4886,7111,-386,897,-511
6772,5016,6983,15,913,-928
6903,5096,6425,1038,538,-1576
6680,5318,5471,1091,151,-1242
6718,6040,5280,754,-226,-528
6729,6640,5270,530,-802,272
6643,6852,5146,361,-1120,759
6465,7126,4872,-124,-1123,1247
5810,7209,4788,-780,-1104,1884
5005,6993,5160,-1166,-658,1824
5144,6855,6554,-1180,87,1093
5156,6033,6843,-896,807,89
5331,5470,6668,-1155,1135,20
5589,5259,6739,-1234,1116,118
6014,5175,6824,-1053,1005,48
6433,5109,6889,-811,812,-1
6960,5038,6746,-590,854,-264
6978,5021,6110,-396,831,-435
6762,5237,5800,286,631,-917
6612,5633,5387,841,734,-1575
6603,6274,5395,567,487,-1054
6591,7012,4987,242,-521,279
6459,7134,4864,-290,-1379,1669
5830,7236,4762,-649,-1503,2152
4971,7027,5077,-862,-1142,2004
4967,7031,6214,-734,-619,1353
5140,6393,6858,-415,-279,694
5197,5266,6802,-693,726,-33
5609,5172,6826,-1214,1412,-198
6058,5143,6856,-1350,1433,-83
6509,5147,6852,-1221,1140,81
6937,5062,6679,-827,868,-41
7003,4996,6073,-415,603,-188
6650,5348,5747,521,240,-761
6646,5963,5353,1206,-79,-1127
6655,6620,5343,1060,-436,-624
6357,6782,5217,719,-824,105
5991,6917,5080,498,-874,376
5515,7046,4953,328,-1007,679
5069,6931,5126,-34,-1044,1078
5043,6956,5782,-1016,-700,1716
5278,6720,6610,-864,-693,1557
5358,5921,6640,-787,-372,1159
5465,5165,6833,-923,631,292
5757,5135,6864,-866,1288,-422
6214,5031,6968,-818,1291,-473
6810,5032,6965,-731,1222,-491
7056,4942,6457,-388,913,-525
6870,5129,5984,425,626,-1051
6635,5513,5362,926,559,-1485
6611,6299,5387,914,274,-1188
6398,6854,5143,597,-757,160
6155,6869,5129,515,-1417,902
5750,6973,5026,684,-1562,878
5137,7039,4960,728,-1563,835
4841,7158,5601,562,-1393,831
4931,7068,6512,244,-1034,790
4990,6470,7008,597,-992,395
5230,5714,6769,304,-685,381
5986,5491,6507,-438,-549,987
6388,5333,6665,-1041,-270,1311
6704,5124,6874,-1295,994,301
6910,5088,6581,-1322,1504,-182
7130,4868,5997,-1041,1245,-204
7008,4992,5241,-942,1210,-268
7034,5797,4965,-591,1126,-535
6704,6597,5295,-122,828,-706
5822,6602,5397,277,832,-1109
5388,6611,5585,898,642,-1540
5155,6843,5519,1305,-131,-1174
5044,6953,5755,1362,-1163,-199
4970,7028,6376,1229,-1316,87
4990,6769,7010,1333,-1464,131
4950,5886,7048,995,-1193,198
5292,5186,6812,792,-773,-19
6096,5274,6725,417,-564,147
6782,5216,6321,-356,-293,649
6993,5005,6302,-1345,695,650
7002,4996,5762,-1539,1151,388
6970,5028,5092,-1485,1181,304
7047,5775,4951,-1121,1011,110
6916,6556,5083,-619,669,-50
6105,6774,5224,-276,422,-146
5331,6669,5656,586,296,-882
5195,6804,5784,1160,109,-1269
5022,6976,5886,1265,-432,-833
4983,7016,6528,1129,-881,-248
5041,6578,6957,949,-959,10
5046,5850,6952,517,-719,202
5455,5312,6687,340,-659,319
6315,5404,6594,-84,-690,774
6742,5257,6364,-846,-298,1144
6942,5056,6479,-1415,846,569
7009,4989,5915,-1410,1331,79
7028,4970,5228,-1392,1354,38
7049,5622,4948,-1216,1240,-24
6945,6502,5054,-789,849,-60
6342,6801,5198,-504,539,-35
5427,6648,5351,44,332,-376
5045,6953,5479,1031,-380,-651
4992,7007,5920,1417,-1063,-354
4937,7063,6524,1313,-1094,-219
4983,6626,7016,1182,-1037,-145
4993,5803,7006,612,-719,107
5505,5242,6757,380,-561,181
6510,5466,6533,-244,-544,788
6676,5322,6153,-1014,-581,1595
6834,5165,6175,-1423,-15,1438
6968,5031,6009,-1419,858,561
6973,5025,5304,-1292,1173,119
7022,5585,4976,-1231,1242,-11
6959,6374,5040,-878,966,-88
6376,6818,5179,-722,847,-125
5594,6623,5375,-294,703,-409
5253,6745,6012,327,613,-940
5114,6885,6113,1329,-1,-1328
5034,6964,6229,1582,-808,-774
5076,6880,6924,1479,-1144,-335
4952,6121,7047,1327,-1118,-209
5090,5382,6908,869,-772,-97
5798,5151,6846,629,-682,53
6621,5377,6537,94,-434,340
6886,5112,6057,-921,-38,959
6986,5013,5954,-1421,593,828
6972,5026,5379,-1355,856,499
7054,5482,4945,-1328,1052,276
7015,6319,4984,-903,798,105
6544,6845,5154,-655,587,68
5605,6694,5305,-178,446,-268
5161,6837,5788,777,175,-952
5023,6977,5890,1317,-376,-941
5015,6983,6411,1273,-742,-531
5043,6737,6956,1093,-859,-234
5000,5972,6998,675,-724,49
5281,5294,6718,393,-584,191
6305,5424,6575,-154,-584,738
6632,5366,6278,-982,-558,1540
6836,5162,6385,-1406,102,1304
6957,5041,6161,-1426,1083,343
7010,4988,5493,-1291,1335,-44
7022,5365,4977,-1352,1398,-46
7024,6205,4975,-977,1078,-101
6627,6810,5188,-707,662,45
5816,6718,5281,-364,553,-189
5104,6894,5576,440,40,-480
4981,7018,5810,1342,-995,-347
4972,7027,6397,1445,-1101,-344
5033,6805,6964,1253,-970,-283
4978,6046,7021,743,-724,-19
5227,5305,6772,411,-433,22
6247,5317,6681,-210,-138,348
6714,5285,6676,-1036,89,947
6938,5061,6539,-1152,596,556
7028,4970,5950,-1012,850,162
6962,5036,5274,-811,800,11
6958,5642,5040,-520,717,-197
6638,6359,5361,56,626,-682
5947,6505,5494,783,588,-1371
5572,6622,5377,1059,342,-1401
5270,6866,5132,1257,-889,-368
5089,6909,5467,1265,-1530,265
4895,7104,6031,1084,-1388,304
4948,7050,6801,1268,-1500,232
4907,6191,7092,1064,-1374,310
5085,5367,6913,754,-843,89
5821,5188,6811,654,-718,64
6633,5366,6548,44,-411,367
6940,5059,6303,-1046,314,732
6966,5033,5996,-1505,1049,456
6983,5015,5407,-1416,1049,367
7006,5435,4993,-1253,970,283
6987,6204,5011,-728,713,15
6604,6773,5224,-514,580,-66
5606,6598,5401,0,629,-629
5255,6743,5867,781,590,-1371
5084,6913,5886,1380,0,-1380
4964,7035,6133,1512,-835,-677
5019,6979,6938,1417,-1204,-213
4934,6173,7064,1148,-1159,11
5108,5326,6890,809,-873,64
5859,5179,6820,569,-725,156
6627,5372,6451,49,-595,546
6868,5130,5962,-950,-207,1157
6979,5020,5964,-1587,617,970
6958,5039,5425,-1529,1045,484
7063,5445,4935,-1463,1186,277
7044,6280,4954,-1061,877,184
6608,6890,5109,-782,704,78
5685,6797,5202,-325,404,-79
5127,6871,5827,551,93,-644
5062,6935,6073,1150,-196,-954
5087,6911,6588,1061,-232,-829
5059,6657,6940,917,-356,-561
5048,5993,6949,561,-542,-19
5284,5341,6714,358,-571,213
6060,5293,6705,112,-482,370
6788,5210,6575,-590,-33,623
6963,5035,6472,-1226,893,333
7052,4946,5893,-1273,1170,103
6957,5042,5218,-1181,1118,63
6993,5684,5005,-681,849,-168
6811,6417,5188,-438,626,-188
5968,6537,5461,179,511,-690
5463,6536,5489,1038,462,-1500
5228,6851,5149,1397,-479,-918
5112,6886,5537,1378,-1468,90
4961,7037,6062,1249,-1422,173
4985,7014,6786,1339,-1443,104
4949,6333,7050,1071,-1295,224
5084,5460,6914,690,-795,105
5701,5214,6784,506,-629,123
6591,5329,6669,31,-418,387
7000,4998,6526,-1011,516,495
7009,4990,5977,-1540,1251,289
7041,4957,5395,-1526,1208,318
7032,5425,4967,-1557,1215,342
7023,6203,4975,-894,746,148
6577,6833,5166,-452,465,-13
5552,6671,5327,107,357,-464
5182,6816,5680,895,200,-1095
5048,6951,5856,1229,-323,-906
4994,7005,6345,1112,-663,-449
5075,6768,6923,1050,-828,-222
5034,6041,6964,581,-640,59
5228,5377,6771,374,-492,118
5922,5209,6788,234,-364,130
6784,5215,6759,-337,52,285
6978,5021,6427,-1041,817,224
7003,4996,5840,-1060,849,211
6909,5090,5247,-803,599,204
6950,5678,5048,-518,551,-33
6814,6386,5183,-329,442,-113
6314,6820,5178,-89,113,-24
5487,6878,5120,369,-286,-83
5103,6896,5265,996,-938,-58
4967,7032,5770,1088,-1051,-37
5001,6998,6427,840,-792,-48
5106,6660,6893,581,-659,78
5238,5955,6761,204,-560,356
5710,5471,6528,-446,-451,897
6164,5166,6833,-897,90,807
6593,5075,6923,-1107,1217,-110
6950,5048,6743,-1272,1587,-315
7173,4825,6153,-1178,1512,-334
7077,4922,5329,-973,1301,-328
7061,5701,4938,-785,1258,-473
6872,6513,5127,-506,729,-223
6137,6678,5321,-221,660,-439
5340,6658,5535,471,424,-895
5091,6907,5355,1302,-483,-819
5052,6948,5781,1444,-1244,-200
4966,7033,6382,1289,-1224,-65
5032,6776,6967,1203,-1200,-3
4988,5970,7011,696,-909,213
5309,5249,6750,449,-707,258
6339,5411,6588,-113,-659,772
6663,5335,6227,-928,-596,1524
6851,5148,6299,-1403,79,1324
6965,5034,6112,-1443,1052,391
6988,5010,5390,-1347,1354,-7
7021,5478,4977,-1357,1365,-8
6992,6262,5006,-924,977,-53
6555,6802,5195,-668,687,-19
5731,6673,5326,-272,469,-197
5090,6910,5510,701,-163,-538
5000,7000,5787,1484,-1231,-253
4938,7060,6325,1543,-1312,-231
5012,6878,6987,1463,-1257,-206
4942,6065,7056,976,-935,-41
5158,5294,6840,548,-485,-63
6162,5248,6750,-19,-218,237
6737,5261,6555,-894,-40,934
6938,5061,6408,-1141,401,740
6981,5017,5863,-1005,691,314
6895,5102,5232,-730,612,118
6933,5686,5066,-482,552,-70
6724,6400,5275,-35,406,-371
6149,6723,5275,263,244,-507
5494,6865,5134,694,-229,-465
5117,6881,5266,1007,-990,-17
4971,7027,5753,994,-1005,11
4930,7069,6429,941,-987,46
5059,6682,6939,803,-933,130
5116,5898,6882,503,-707,204
5582,5438,6561,-17,-462,479
6285,5247,6752,-589,-94,683
6650,5079,6920,-1095,1078,17
6951,5048,6711,-1265,1581,-316
7162,4837,6111,-1221,1559,-338
7056,4943,5319,-1047,1284,-237
7056,5704,4941,-659,1051,-392
6866,6500,5132,-526,737,-211
6128,6661,5338,-269,693,-424
5374,6623,5620,402,670,-1072
5190,6809,5655,1245,64,-1309
5059,6941,5718,1524,-1051,-473
4993,7005,6299,1383,-1282,-101
5032,6864,6968,1334,-1272,-62
4962,6066,7036,952,-1064,112
5181,5265,6818,662,-785,123
5975,5241,6757,468,-727,259
6666,5331,6338,-129,-623,752
6890,5108,6097,-1182,-18,1200
6978,5020,5944,-1621,861,760
6974,5024,5356,-1527,1166,361
7075,5525,4924,-1532,1284,248
7041,6356,4958,-1078,915,163
6523,6903,5095,-778,674,104
5578,6813,5187,-231,273,-42
5084,6916,5695,750,-189,-561
5017,6982,5977,1210,-571,-639
5054,6946,6541,1064,-573,-491
5054,6590,6946,897,-622,-275
5068,5848,6930,466,-466,0
5514,5241,6758,-11,-143,154
6352,5179,6819,-536,204,332
6766,5166,6832,-968,676,292
6923,5076,6369,-908,772,136
6956,5042,5776,-621,560,61
6801,5198,5219,-416,433,-17
6778,5831,5220,-24,327,-303
6690,6527,5308,228,162,-390
6221,6923,5076,268,-328,60
5602,6944,5055,700,-987,287
5148,6943,5055,952,-1262,310
4846,7152,5595,937,-1514,577
4907,7091,6422,985,-1414,429
5020,6635,6980,733,-1113,380
5159,5808,6839,344,-746,402
5885,5516,6483,-367,-495,862
6292,5347,6652,-1048,-206,1254
6579,5144,6854,-1234,970,264
6829,5171,6681,-1252,1528,-276
7052,4947,6204,-1025,1346,-321
7082,4916,5496,-1059,1327,-268
7021,5410,4978,-814,1229,-415
6954,6325,5043,-561,900,-339
6421,6721,5277,-428,673,-245
5578,6622,5376,13,735,-748
5160,6838,5695,811,228,-1039
5003,6997,5731,1473,-939,-534
4951,7047,6281,1414,-1304,-110
5009,6877,6989,1506,-1386,-120
4940,6062,7059,1038,-1018,-20
5157,5273,6842,709,-702,-7
5994,5255,6743,371,-528,157
6705,5292,6281,-365,-477,842
6944,5054,6364,-1330,319,1011
6996,5002,5969,-1542,1049,493
7007,4991,5304,-1441,1127,314
7012,5556,4986,-1316,1092,224
6956,6316,5042,-741,745,-4
6475,6795,5204,-543,664,-121
5503,6571,5427,9,653,-662
5276,6723,5977,787,631,-1418
5156,6842,5992,1430,48,-1478
5040,6959,6072,1537,-782,-755
5067,6932,6774,1421,-1194,-227
4947,6294,7051,1410,-1274,-136
5036,5537,6964,1016,-898,-118
5604,5137,6862,763,-697,-66
6432,5295,6704,280,-405,125
6980,5018,6383,-754,313,441
7009,4989,6000,-1452,1054,398
7024,4976,5425,-1493,1051,442
7012,5405,4987,-1337,1018,319
6992,6197,5007,-917,727,190
6641,6787,5211,-452,456,-4
5636,6695,5303,99,358,-457
5196,6802,5492,1029,-29,-1000
5030,6968,5666,1288,-625,-663
4993,7005,6283,1177,-846,-331
5089,6865,6910,950,-807,-143
4999,6127,6999,583,-722,139
5252,5430,6745,335,-571,236
6172,5433,6565,-189,-507,696
6611,5388,6483,-1020,-421,1441
6887,5111,6747,-1439,600,839
6963,5036,6241,-1383,1396,-13
7065,4933,5643,-1334,1415,-81
7001,5189,4997,-1370,1443,-73
7056,6074,4943,-1000,1175,-175
6741,6819,5180,-654,695,-41
5883,6726,5273,-380,527,-147
5125,6874,5556,477,5,-482
5003,6995,5742,1377,-1029,-348
4961,7037,6272,1491,-1174,-317
5037,6956,6962,1365,-1095,-270
4962,6145,7037,974,-883,-91
5154,5404,6845,475,-503,28
6126,5318,6680,-77,-378,455
6617,5381,6345,-935,-436,1371
6794,5206,6250,-1233,-150,1383
6977,5021,6218,-1377,676,701
7011,4987,5537,-1252,1158,94
7003,5324,4995,-1310,1286,24
7011,6120,4988,-901,967,-66
6697,6784,5214,-677,759,-82
5886,6701,5298,-442,675,-233
5273,6725,5767,235,477,-712
5015,6984,5743,1319,-374,-945
4997,7002,6166,1630,-1175,-455
5004,6994,6833,1560,-1262,-298
4929,6302,7071,1576,-1226,-350
5020,5529,6978,974,-688,-286
5590,5131,6867,658,-584,-74
6569,5334,6665,128,-435,307
6819,5178,5965,-743,-318,1061
6915,5084,5889,-1367,168,1199
6957,5041,5567,-1419,608,811
6998,5289,5000,-1301,885,416
7017,6083,4982,-1067,820,247
6823,6783,5175,-777,615,162
6032,6841,5157,-539,591,-52
5302,6696,5612,3,479,-482
5075,6923,6125,897,204,-1101
4973,7025,6220,1469,-447,-1022
5102,6897,6859,1370,-803,-567
4975,6226,7023,982,-773,-209
5077,5461,6920,709,-643,-66
5653,5166,6833,582,-545,-37
6572,5224,6774,53,-178,125
7003,4995,6485,-965,640,325
6994,5006,5912,-1354,1010,344
6949,5049,5338,-1084,691,393
6971,5553,5027,-765,623,142
6891,6286,5108,-438,463,-25
6364,6789,5209,-11,163,-152
5519,6825,5174,466,-132,-334
5130,6868,5227,991,-738,-253
5048,6951,5790,948,-781,-167
5037,6961,6383,627,-502,-125
5127,6720,6872,476,-493,17
5173,6057,6826,245,-508,263
5352,5327,6670,-69,-258,327
6032,5071,6928,-297,284,13
6595,5083,6916,-952,1055,-103
6951,5047,6734,-1116,1219,-103
7114,4884,6079,-1001,1248,-247
6968,5031,5348,-923,1108,-185
6929,5613,5070,-517,877,-360
6608,6303,5391,61,650,-711
6050,6547,5451,875,384,-1259
5680,6905,5093,1082,-438,-644
5460,6847,5151,1198,-1473,275
5096,6902,5294,1075,-1569,494
4829,7169,5870,924,-1460,536
4915,7084,6718,978,-1453,475
4914,6299,7086,904,-1300,396
5095,5475,6904,664,-732,68
5750,5254,6744,436,-632,196
6644,5346,6653,-118,-414,532
6982,5017,6551,-1106,510,596
7002,4998,6016,-1476,1179,297
7042,4957,5418,-1401,1137,264
7049,5413,4949,-1291,1122,169
7029,6253,4970,-779,776,3
6496,6820,5178,-422,535,-113
5494,6622,5376,79,570,-649
5218,6780,5886,877,418,-1295
5093,6905,5994,1335,-89,-1246
4993,7006,6236,1288,-634,-654
5042,6853,6958,1218,-1018,-200
4993,6046,7005,875,-894,19
5175,5366,6824,607,-676,69
5852,5241,6758,511,-626,115
6663,5336,6563,-29,-405,434
7003,4996,6407,-1078,456,622
7024,4974,5936,-1519,1172,347
7012,4987,5267,-1544,1205,339
7012,5580,4987,-1154,965,189
6924,6342,5074,-686,659,27
6394,6717,5280,-398,481,-83
5417,6612,5387,352,334,-686
5123,6875,5294,1194,-348,-846
5020,6980,5687,1455,-1201,-254
4917,7080,6283,1375,-1239,-136
5058,6874,6941,1160,-1095,-65
4993,6049,7006,642,-865,223
5330,5329,6669,239,-626,387
6340,5464,6534,-368,-626,994
6644,5355,6454,-1090,-386,1476
6879,5120,6617,-1548,816,732
6942,5056,6198,-1414,1399,15
7045,4953,5581,-1285,1303,-18
6987,5272,5012,-1266,1345,-79
7022,6146,4977,-910,1101,-191
6690,6783,5215,-688,695,-7
5914,6754,5246,-391,563,-172
5103,6896,5450,456,-91,-365
4991,7008,5730,1376,-1130,-246
4947,7051,6291,1496,-1197,-299
5054,6909,6944,1341,-1086,-255
4969,6131,7030,779,-816,37
5206,5375,6793,464,-519,55
6233,5336,6662,-237,-215,452
6661,5337,6606,-1115,-58,1173
6888,5111,6570,-1273,451,822
6999,5000,6071,-1147,923,224
7043,4955,5394,-1088,1076,12
6997,5480,5001,-937,1048,-111
6942,6290,5056,-519,815,-296
6296,6667,5331,-154,618,-464
5442,6556,5545,479,683,-1162
5229,6768,5545,1170,145,-1315
5073,6926,5543,1527,-1146,-381
4981,7018,6122,1399,-1430,31
4997,7002,6843,1405,-1416,11
4946,6282,7053,1108,-1218,110
5089,5436,6908,741,-806,65
5757,5233,6765,464,-513,49
6660,5337,6609,-198,-320,518
6989,5010,6594,-1138,561,577
7035,4964,6052,-1476,1247,229
7072,4927,5369,-1453,1290,163
7038,5457,4960,-1233,1142,91
6996,6295,5002,-677,740,-63
6431,6783,5217,-396,476,-80
5420,6597,5401,278,292,-570
5176,6823,5563,1097,-26,-1071
5028,6971,5750,1315,-684,-631
4964,7034,6341,1144,-871,-273
5033,6824,6966,1146,-1022,-124
4991,6012,7008,697,-805,108
5257,5316,6741,426,-639,213
6140,5371,6628,127,-692,565
6678,5321,6197,-594,-639,1233
6835,5163,6267,-1332,26,1306
6947,5052,6126,-1503,1035,468
6984,5016,5498,-1397,1264,133
7003,5362,4995,-1399,1296,103
7009,6139,4989,-990,971,19
6716,6776,5223,-800,684,116
5943,6756,5243,-424,514,-90
5144,6854,5435,339,12,-351
4965,7034,5688,1331,-1081,-250
4947,7051,6283,1565,-1271,-294
5083,6889,6916,1254,-957,-297
4988,6157,7011,710,-729,19
5190,5402,6808,482,-490,8
6109,5327,6670,-121,-248,369
6692,5261,6737,-993,14,979
6919,5080,6605,-1285,826,459
6999,5001,6027,-1164,956,208
6989,5009,5388,-854,757,97
6971,5515,5027,-645,781,-136
6796,6265,5203,-261,671,-410
6070,6544,5454,308,641,-949
5568,6598,5400,976,432,-1408
5239,6901,5099,1324,-738,-586
5083,6916,5459,1444,-1615,171
4911,7089,5990,1336,-1522,186
4928,7070,6750,1431,-1593,162
4895,6306,7103,1177,-1459,282
5062,5396,6936,911,-839,-72
5704,5176,6822,547,-512,-35
6677,5247,6752,-105,-151,256
6989,5010,6492,-1106,767,339
7006,4993,5913,-1402,1113,289
6949,5050,5315,-1194,852,342
6988,5541,5011,-782,659,123
6896,6274,5103,-398,518,-120
6229,6707,5291,35,338,-373
5472,6590,5409,872,185,-1057
5258,6741,5487,1155,-5,-1150
5048,6952,5583,1148,-640,-508
4950,7048,6228,1000,-999,-1
5078,6902,6920,1070,-1132,62
5010,6133,6988,703,-947,244
5227,5431,6772,461,-684,223
6015,5387,6611,90,-624,534
6697,5301,6517,-636,-301,937
6920,5079,6657,-1422,1077,345
7007,4991,6181,-1553,1616,-63
7089,4910,5532,-1548,1529,19
6992,5307,5006,-1408,1377,31
7001,6097,4999,-904,944,-40
6662,6753,5247,-464,565,-101
5713,6613,5387,16,547,-563
5210,6790,5553,862,246,-1108
5004,6994,5578,1469,-935,-534
4940,7059,6101,1487,-1328,-159
4951,7047,6900,1444,-1371,-73
4886,6229,7112,1165,-1178,13
5064,5344,6934,858,-738,-120
5809,5151,6846,488,-525,37
6663,5336,6430,-106,-518,624
6868,5131,5988,-1001,-270,1271
6967,5031,5883,-1456,358,1098
6953,5046,5373,-1390,763,627
7031,5524,4968,-1287,961,326
6983,6316,5016,-866,750,116
6545,6817,5183,-651,679,-28
5659,6663,5336,-292,637,-345
5235,6763,5972,391,572,-963
5080,6919,6018,1345,-56,-1289
5000,6999,6224,1555,-789,-766
5045,6911,6953,1465,-1135,-330
4941,6095,7057,1229,-1076,-153
5115,5367,6883,876,-701,-175
5784,5190,6808,542,-563,21
6667,5331,6632,6,-384,378
6945,5054,6288,-1042,310,732
6976,5022,5908,-1421,881,540
6977,5022,5342,-1352,910,442
7027,5520,4971,-1297,1000,297
6983,6301,5016,-773,693,80
6560,6797,5202,-523,493,30
5590,6721,5277,20,303,-323
5117,6882,5441,980,-229,-751
5017,6981,5802,1262,-817,-445
5025,6973,6411,1030,-718,-312
5086,6719,6914,700,-606,-94
5111,6010,6887,354,-536,182
5470,5363,6635,-94,-385,479
6265,5295,6704,-764,-23,787
6627,5122,6876,-1106,615,491
6881,5117,6635,-1209,1183,26
7067,4932,6115,-1075,1206,-131
7040,4959,5380,-1186,1311,-125
6980,5510,5017,-1023,1182,-159
6904,6298,5094,-578,825,-247
6269,6616,5382,-136,571,-435
5455,6544,5497,610,523,-1133
5144,6854,5172,1284,-394,-890
5076,6922,5517,1516,-1533,17
4932,7066,6053,1425,-1520,95
4977,7021,6799,1361,-1431,70
4931,6290,7068,1016,-1253,237
5097,5435,6902,692,-732,40
5801,5232,6766,425,-608,183
6620,5378,6459,-176,-594,770
6878,5120,6240,-1082,-76,1158
7010,4988,6100,-1518,911,607
7024,4974,5441,-1452,1228,224
7041,5400,4958,-1418,1262,156
7032,6223,4967,-884,873,11
6607,6836,5162,-605,653,-48
5691,6692,5306,-290,592,-302
5235,6763,5999,427,551,-978
5127,6871,6130,1278,145,-1423
5013,6985,6196,1500,-455,-1045
5070,6928,6879,1419,-1020,-399
4938,6172,7061,1400,-1130,-270
5078,5430,6921,969,-708,-261
5658,5116,6882,723,-616,-107
6542,5271,6727,266,-379,113
6928,5071,6037,-518,-8,526
7015,4983,5906,-1251,531,720
6932,5066,5304,-1375,798,577
6971,5563,5027,-1192,732,460
6965,6285,5033,-764,459,305
6682,6919,5079,-563,201,362
5861,6932,5066,-350,80,270
5157,6842,5475,192,-54,-138
5057,6942,6124,758,-120,-638
5152,6847,6695,869,-9,-860
5043,6321,6955,669,220,-889
5019,5677,6980,365,445,-810
5307,5234,6765,-6,354,-348
5860,5374,6624,24,-389,365
6299,5365,6634,338,-932,594
6668,5331,6265,234,-478,244
7048,4951,5935,-764,417,347
7001,4998,5495,-1586,1389,197
7057,5315,4941,-1744,1524,220
7091,6161,4906,-1368,1144,224
6744,6901,5097,-1023,734,289
5893,6912,5086,-476,373,103
5100,6899,5551,363,-86,-277
4999,7000,5906,1094,-487,-607
5042,6957,6461,1119,-611,-508
5090,6668,6908,976,-604,-372
5021,5933,6978,539,-397,-142
5291,5161,6838,127,59,-186
6122,5032,6967,-340,458,-118
6674,5119,6880,-868,747,121
6931,5067,6459,-703,588,115
6839,5160,5812,-187,169,18
6599,5600,5400,624,-398,-226
6741,6125,5257,904,-690,-214
6732,6647,5266,619,-678,59
6417,6898,5099,400,-809,409
6085,7130,4869,47,-909,862
5526,7139,4860,-356,-1203,1559
4996,7001,5388,-953,-1084,2037
5113,6885,6281,-642,-862,1504
5300,6357,6698,-420,-473,893
5187,5300,6811,-499,407,92
5490,5108,6891,-517,1441,-924
5796,4994,7004,-662,1810,-1148
6386,4842,7157,-685,1781,-1096
7093,4906,6863,-561,1568,-1007
7163,4835,5912,-280,1133,-853
6898,5102,5142,-170,818,-648
6684,6013,5315,352,574,-926
6341,6651,5347,1089,64,-1153
5901,6868,5132,1131,-696,-435
5604,6818,5180,1097,-1096,-1
5177,6821,5248,915,-1006,91
4936,7062,5722,704,-899,195
4960,7038,6430,660,-921,261
5109,6632,6889,427,-860,433
5394,5859,6604,-253,-758,1011
5766,5490,6508,-893,-615,1508
6206,5216,6784,-924,-59,865
