I0,I1,I2
-1608,7672,-6064
-3341,7722,-4381
-4743,7573,-2830
-6162,7354,-1192
-7165,6484,681
-7837,5626,2211
-8002,4215,3787
-7907,2829,5078
-7387,1006,6381
-6492,-651,7143
-5379,-2404,7783
-4087,-3918,8005
-2347,-5317,7664
-606,-6492,7098
919,-7198,6279
2677,-7887,5210
4203,-8072,3869
5622,-7882,2260
6686,-7243,557
7590,-6422,-1168
8068,-5284,-2784
8320,-4067,-4253
8159,-2565,-5594
7577,-899,-6678
7012,660,-7672
5902,2248,-8150
4463,3762,-8225
2842,5090,-7932
1183,6113,-7296
-449,7082,-6633
-2301,7441,-5140
-3918,7540,-3622
-5346,7462,-2116
-6538,6905,-367
-7515,6183,1332
-7800,4954,2846
-7994,3601,4393
-7660,2033,5627
-6991,313,6678
-6039,-1447,7486
-4797,-3073,7870
-3386,-4475,7861
-1765,-5733,7498
-82,-6769,6851
1621,-7528,5907
3172,-7994,4822
4657,-8014,3357
5977,-7726,1749
6971,-7074,103
7767,-6241,-1526
8295,-5234,-3061
8695,-4133,-4562
8278,-2520,-5758
7701,-973,-6728
6765,684,-7449
5581,2297,-7878
4170,3807,-7977
2433,5218,-7651
738,6327,-7065
-837,7247,-6410
-2491,7849,-5358
-4059,7788,-3729
-5374,7346,-1972
-6571,6876,-305
-7482,6026,1456
-7874,4879,2995
-7783,3498,4285
-7486,1856,5630
-6847,264,6583
-5861,-1563,7424
-4640,-3163,7803
-3345,-4620,7965
-1645,-5820,7465
94,-6851,6757
1604,-7544,5940
3320,-7915,4595
4657,-8027,3370
6059,-7647,1588
7016,-7090,74
8043,-6517,-1526
8575,-5552,-3023
8398,-4054,-4344
8080,-2425,-5655
7354,-680,-6674
6649,1010,-7659
5531,2491,-8022
4215,3984,-8199
2813,5362,-8175
1018,6356,-7374
-495,7239,-6744
-2293,7788,-5495
-3807,7940,-4133
-5247,7519,-2272
-6369,6859,-490
-7330,6105,1225
-7862,5032,2830
-7944,3683,4261
-7738,2153,5585
-7321,490,6831
-6381,-1175,7556
-5201,-2788,7989
-3869,-4207,8076
-2318,-5610,7928
-581,-6690,7271
957,-7573,6616
2685,-8159,5474
4108,-8415,4307
5519,-8221,2702
6608,-7548,940
7491,-6798,-693
8142,-5742,-2400
8365,-4450,-3915
8328,-3102,-5226
8151,-1617,-6534
7515,-45,-7470
6369,1538,-7907
4974,3147,-8121
3469,4558,-8027
1555,5795,-7350
-284,6798,-6514
-1872,7495,-5623
-3535,7755,-4220
-4999,7664,-2665
-6232,7111,-879
-7334,6410,924
-7849,5494,2355
-7887,4042,3845
-7631,2462,5169
-7169,882,6287
-6410,-812,7222
-5139,-2557,7696
-3877,-4063,7940
-2194,-5449,7643
-474,-6488,6962
1179,-7243,6064
2850,-7796,4946
4413,-7891,3478
5750,-7478,1728
6785,-6991,206
7742,-6249,-1493
8287,-5333,-2954
8328,-3914,-4414
7878,-2264,-5614
7247,-569,-6678
6286,998,-7284
5230,2594,-7824
3737,4162,-7899
2124,5354,-7478
437,6381,-6818
-1291,7235,-5944
-2862,7713,-4851
-4380,7755,-3375
-5663,7268,-1605
-6562,6315,247
-7342,5486,1856
-7788,4343,3445
-7668,2866,4802
-7346,1414,5932
-6637,-358,6995
-5626,-2037,7663
-4298,-3526,7824
-2875,-4900,7775
-1233,-6121,7354
569,-6967,6398
1984,-7672,5688
3580,-8229,4649
4966,-8311,3345
6208,-7907,1699
7128,-7156,28
7948,-6270,-1678
8295,-5040,-3255
8448,-3906,-4542
8415,-2425,-5990
7680,-742,-6938
6744,833,-7577
5581,2392,-7973
4174,3927,-8101
2673,5280,-7953
990,6468,-7458
-668,7264,-6596
-2388,7800,-5412
-3906,7981,-4075
-5379,7915,-2536
-6604,7305,-701
-7536,6624,912
-8060,5519,2541
-8237,4244,3993
-7940,2681,5259
-7433,994,6439
-6703,-606,7309
-5515,-2388,7903
-4182,-3861,8043
-2743,-5271,8014
-1039,-6385,7424
581,-7326,6745
2235,-7911,5676
3869,-8204,4335
5317,-8130,2813
6534,-7647,1113
7557,-7165,-392
8171,-6158,-2013
8410,-4723,-3687
8163,-3341,-4822
7816,-1666,-6150
7107,0,-7107
6142,1670,-7812
4846,3271,-8117
3238,4673,-7911
1571,5865,-7436
-243,6996,-6753
-1881,7557,-5676
-3514,7920,-4406
-5020,7775,-2755
-6171,7045,-874
-6987,6026,961
-7565,5082,2483
-7944,3877,4067
-7631,2343,5288
-7206,701,6505
-6331,-1006,7337
-5176,-2701,7877
-3881,-4174,8055
-2087,-5506,7593
-363,-6624,6987
1167,-7524,6357
2776,-7998,5222
4327,-8237,3910
5688,-7816,2128
6727,-7231,504
7684,-6521,-1163
8266,-5506,-2760
8592,-4306,-4286
8481,-2862,-5619
7957,-1336,-6621
7181,325,-7506
6121,1922,-8043
4756,3502,-8258
3155,4888,-8043
1542,6133,-7675
-169,7128,-6959
-1806,7730,-5924
-3469,7899,-4430
-4970,7767,-2797
-6278,7350,-1072
-7280,6496,784
-7961,5643,2318
-8146,4318,3828
-8056,2924,5132
-7585,1163,6422
-6723,-565,7288
-5643,-2256,7899
-4384,-3790,8174
-2800,-5201,8001
-1043,-6352,7395
573,-7189,6616
2173,-7821,5648
3799,-8151,4352
5300,-8064,2764
6426,-7482,1056
7466,-6719,-747
8056,-5680,-2376
8316,-4343,-3973
8188,-2982,-5206
7750,-1332,-6418
7177,193,-7370
6265,1815,-8080
4834,3390,-8224
3324,4690,-8014
1546,5927,-7473
-115,6892,-6777
-1926,7214,-5288
-3539,7387,-3848
-5209,7482,-2273
-6414,7090,-676
-7524,6439,1085
-7882,5242,2640
-8052,3972,4080
-7808,2400,5408
-7264,684,6580
-6344,-919,7263
-5028,-2578,7606
-3848,-3968,7816
-2211,-5383,7594
-383,-6447,6830
1237,-7317,6080
2821,-7742,4921
4384,-7812,3428
5713,-7474,1761
6769,-6851,82
7651,-5882,-1769
8035,-4797,-3238
8109,-3531,-4578
8010,-2066,-5944
7854,-594,-7260
6814,965,-7779
5346,2545,-7891
3927,4067,-7994
2206,5280,-7486
573,6385,-6958
-1006,7260,-6254
-2697,7746,-5049
-4145,7293,-3148
-5428,6864,-1436
-6793,6521,272
-7548,5630,1918
-7915,4422,3493
-7767,2937,4830
-7367,1365,6002
-6732,-247,6979
-5775,-1848,7623
-4492,-3456,7948
-3304,-4789,8093
-1567,-5989,7556
193,-6818,6625
1695,-7577,5882
3250,-7928,4678
4710,-7812,3102
6039,-7478,1439
7053,-6880,-173
7845,-5977,-1868
8179,-4743,-3436
8138,-3361,-4777
7895,-1823,-6072
7095,-119,-6976
6261,1464,-7725
5214,2986,-8200
3976,4285,-8261
2330,5539,-7869
602,6410,-7012
-998,7210,-6212
-2697,7606,-4909
-4182,7359,-3177
-5605,6996,-1391
-6818,6472,346
-7573,5634,1939
-7986,4459,3527
-7854,3040,4814
-7676,1559,6117
-7293,111,7182
-6162,-1600,7762
-4830,-3110,7940
-3489,-4455,7944
-1815,-5746,7561
-127,-6703,6830
1588,-7503,5915
3077,-7903,4826
4599,-7961,3362
5931,-7598,1667
6954,-6864,-90
7759,-5973,-1786
8142,-4776,-3366
8435,-3716,-4719
8716,-2648,-6068
8423,-1035,-7388
7346,515,-7861
5989,2128,-8117
4681,3634,-8315
3176,5110,-8286
1414,6303,-7717
-239,7313,-7074
-1835,7920,-6085
-3481,8303,-4822
-4904,8361,-3457
-6410,7903,-1493
-7338,7247,91
-8130,6435,1695
-8468,5061,3407
-8406,3766,4640
-8072,2128,5944
-7689,507,7182
-6719,-1196,7915
-5548,-2871,8419
-4129,-4591,8720
-2594,-5861,8455
-961,-7016,7977
610,-7816,7206
2433,-8427,5994
3922,-8712,4790
5564,-8559,2995
6661,-8241,1580
7845,-7668,-177
8765,-6996,-1769
9042,-5812,-3230
9054,-4442,-4612
8753,-2730,-6023
8085,-1018,-7067
7173,825,-7998
6096,2462,-8558
4566,4162,-8728
2842,5560,-8402
1122,6546,-7668
-594,7404,-6810
-2466,8027,-5561
-4087,8464,-4377
-5680,8080,-2400
-6657,6917,-260
-7697,6138,1559
-8320,5341,2979
-8382,3745,4637
-8155,2083,6072
-7565,255,7310
-6727,-1237,7964
-5424,-3023,8447
-4001,-4516,8517
-2223,-5902,8125
-210,-7115,7325
1311,-7858,6547
2949,-8443,5494
4587,-8670,4083
5968,-8435,2467
7165,-7841,676
8179,-7012,-1167
8802,-5791,-3011
9079,-4500,-4579
9396,-3382,-6014
8943,-1864,-7079
7767,99,-7866
6628,1782,-8410
5230,3436,-8666
3518,5119,-8637
2000,6336,-8336
74,7433,-7507
-1860,8052,-6192
-3568,8299,-4731
-5044,8406,-3362
-6612,7957,-1345
-7726,7185,541
-8485,6199,2286
-8761,4958,3803
-8658,3493,5165
-8262,1711,6551
-7429,-231,7660
-6575,-1819,8394
-5152,-3531,8683
-3708,-5036,8744
-1963,-6447,8410
-226,-7453,7679
1662,-8349,6687
3378,-8790,5412
5094,-8819,3725
6319,-8621,2302
7693,-7944,251
8699,-7255,-1444
8996,-6055,-2941
9009,-4599,-4410
8806,-2767,-6039
8192,-891,-7301
7326,796,-8122
6109,2466,-8575
4657,4199,-8856
2858,5618,-8476
1076,6789,-7865
-697,7755,-7058
-2714,8064,-5350
-4314,8316,-4002
-5886,7928,-2042
-7111,7053,58
-7915,6063,1852
-8439,5032,3407
-8600,3588,5012
-8192,1790,6402
-7511,49,7462
-6435,-1782,8217
-5172,-3407,8579
-3646,-4978,8624
-1732,-6282,8014
86,-7466,7380
1749,-8200,6451
3506,-8637,5131
5102,-8555,3453
6472,-8080,1608
7585,-7449,-136
8435,-6414,-2021
8860,-5135,-3725
8996,-3844,-5152
8831,-2272,-6559
8151,-449,-7702
7123,1221,-8344
5783,2974,-8757
4277,4483,-8760
2499,5948,-8447
672,7090,-7762
-1196,7899,-6703
-3019,8258,-5239
-4620,8109,-3489
-6232,8010,-1778
-7499,7206,293
-8336,6393,1943
-8732,5176,3556
-8782,3691,5091
-8489,2062,6427
-7697,177,7520
-6690,-1579,8269
-5379,-3312,8691
-3997,-4830,8827
-2219,-6241,8460
-367,-7371,7738
1402,-8105,6703
3139,-8646,5507
4752,-8881,4129
6286,-8476,2190
7429,-7895,466
8406,-6905,-1501
8860,-5713,-3147
9017,-4306,-4711
8881,-2800,-6081
8299,-915,-7384
7664,655,-8319
6463,2318,-8781
4962,3927,-8889
3275,5387,-8662
1336,6525,-7861
-474,7453,-6979
-2586,7585,-4999
-4248,7994,-3746
-5997,8014,-2017
-7313,7528,-215
-8266,6649,1617
-8641,5325,3316
-8703,3844,4859
-8357,2128,6229
-7680,317,7363
-6690,-1563,8253
-5247,-3262,8509
-3894,-4665,8559
-2095,-6125,8220
-210,-7198,7408
1555,-8076,6521
3196,-8534,5338
4846,-8497,3651
6241,-8109,1868
7433,-7371,-62
8250,-6381,-1869
8687,-5110,-3577
8765,-3543,-5222
8336,-1823,-6513
8068,-268,-7800
7029,1386,-8415
5593,3102,-8695
3997,4628,-8625
2132,5952,-8084
346,7119,-7465
-1377,7891,-6514
-3085,8365,-5280
-4813,7816,-3003
-6006,7293,-1287
-7524,6888,636
-8221,5882,2339
-8571,4516,4055
-8410,2895,5515
-7878,1175,6703
-7206,-561,7767
-6076,-2371,8447
-4743,-3943,8686
-3320,-5325,8645
-1518,-6538,8056
433,-7416,6983
2017,-8151,6134
3757,-8423,4666
5308,-8245,2937
6649,-7726,1077
7755,-7095,-660
8464,-5911,-2553
8625,-4587,-4038
8625,-2998,-5627
8080,-1208,-6872
7202,511,-7713
6389,2165,-8554
5193,3712,-8905
3675,5044,-8719
1831,6261,-8092
-123,7173,-7050
-1674,7849,-6175
-3559,7825,-4266
-5061,7590,-2529
-6571,7218,-647
-7680,6480,1200
-8349,5457,2892
-8563,3993,4570
-8373,2371,6002
-8303,1072,7231
-7651,-589,8240
-5997,-2310,8307
-4615,-3976,8591
-3093,-5350,8443
-1258,-6595,7853
561,-7577,7016
2182,-8274,6092
3951,-8571,4620
5395,-8394,2999
6719,-7825,1106
7775,-7103,-672
8415,-5902,-2513
8716,-4537,-4179
8749,-3110,-5639
8815,-1909,-6906
8307,-222,-8085
6954,1497,-8451
5424,3159,-8583
3881,4714,-8595
2128,6105,-8233
70,7152,-7222
-1546,7878,-6332
-3415,8241,-4826
-4925,8221,-3296
-6410,7837,-1427
-7598,7156,442
-8448,6265,2183
-8662,4925,3737
-8530,3394,5136
-8146,1625,6521
-7474,-119,7593
-6336,-1947,8283
-5131,-3564,8695
-3460,-5090,8550
-1740,-6344,8084
20,-7420,7400
1716,-8101,6385
3539,-8501,4962
5115,-8509,3394
6587,-8019,1432
7660,-7453,-207
8555,-6488,-2067
8922,-5280,-3642
9037,-3832,-5205
8625,-2198,-6427
7977,-391,-7586
6971,1320,-8291
5737,2994,-8731
4285,4479,-8764
2450,5808,-8258
631,6971,-7602
-1216,7676,-6460
-3056,8118,-5062
-4706,8270,-3564
-6084,7643,-1559
-7161,6608,553
-8270,5977,2293
-8604,4731,3873
-8439,3135,5304
-8122,1480,6642
-7499,-132,7631
-6550,-1885,8435
-5016,-3609,8625
-3448,-5011,8459
-1559,-6261,7820
511,-7288,6777
2041,-7973,5932
3815,-8373,4558
5329,-8274,2945
6715,-7746,1031
7684,-6983,-701
8419,-5935,-2484
8695,-4529,-4166
8674,-3052,-5622
8382,-1534,-6848
7557,202,-7759
6381,1922,-8303
4904,3572,-8476
3390,5057,-8447
1584,6331,-7915
-235,7392,-7157
-1980,7874,-5894
-3675,8056,-4381
-5247,7977,-2730
-6645,7462,-817
-7763,6769,994
-8377,5610,2767
-8551,4273,4278
-8320,2594,5726
-7750,903,6847
-7074,-800,7874
-5907,-2594,8501
-4492,-4129,8621
-3052,-5622,8674
-1249,-6773,8022
536,-7709,7173
2136,-8233,6097
3889,-8555,4666
5478,-8373,2895
6810,-8118,1308
8006,-7519,-487
8679,-6422,-2257
8967,-5044,-3923
8943,-3650,-5293
8666,-1967,-6699
8006,-206,-7800
7189,1394,-8583
5820,2994,-8814
4252,4479,-8731
2553,5836,-8389
829,7041,-7870
-1031,7907,-6876
-2895,8303,-5408
-4562,8365,-3803
-6034,7849,-1815
-7173,7062,111
-8035,6133,1902
-8646,5049,3597
-8687,3658,5029
-8328,1835,6493
-7693,177,7516
-6628,-1579,8207
-5527,-3139,8666
-3898,-4731,8629
-2083,-6076,8159
-239,-7235,7474
1559,-8101,6542
3291,-8559,5268
4863,-8485,3622
6257,-7944,1687
7400,-7247,-153
8336,-6364,-1972
8757,-5102,-3655
8864,-3700,-5164
8567,-2083,-6484
7915,-334,-7581
7024,1274,-8298
5770,3015,-8785
4149,4483,-8632
2437,5841,-8278
556,7008,-7564
-1287,7833,-6546
-3254,7986,-4732
-4657,7792,-3135
-6369,7891,-1522
-7499,7016,483
-8373,6183,2190
-8745,4867,3878
-8658,3411,5247
-8373,1831,6542
-7532,-8,7540
-6496,-1806,8302
-5251,-3477,8728
-3749,-4995,8744
-1901,-6348,8249
-78,-7330,7408
1596,-8142,6546
3349,-8613,5264
5032,-8773,3741
6435,-8324,1889
7511,-7656,145
8448,-6707,-1741
8860,-5436,-3424
8947,-4096,-4851
8922,-2541,-6381
8320,-833,-7487
7660,792,-8452
6348,2524,-8872
4855,4050,-8905
3147,5511,-8658
1204,6752,-7956
-499,7693,-7194
-2644,7924,-5280
-4178,8179,-4001
-5919,8175,-2256
-7136,7651,-515
-8212,6905,1307
-8497,5564,2933
-8724,4116,4608
-8394,2409,5985
-7755,565,7190
-6748,-1278,8026
-5440,-3011,8451
-3968,-4554,8522
-2248,-5985,8233
-334,-7144,7478
1386,-8019,6633
3064,-8460,5396
4698,-8559,3861
6183,-8225,2042
7359,-7548,189
8204,-6571,-1633
8736,-5280,-3456
8794,-3931,-4863
8617,-2202,-6415
8402,-796,-7606
7392,1002,-8394
5845,2648,-8493
4413,4257,-8670
2491,5713,-8204
754,6831,-7585
-1002,7614,-6612
-2842,8192,-5350
-4488,7540,-3052
-5911,7272,-1361
-7437,6930,507
-8184,5968,2216
-8559,4566,3993
-8448,3056,5392
-7957,1303,6654
-7210,-449,7659
-6199,-2173,8372
-4933,-3741,8674
-3448,-5259,8707
-1592,-6435,8027
288,-7371,7083
1893,-8089,6196
3592,-8410,4818
5214,-8299,3085
6546,-7858,1312
7668,-7206,-462
8489,-6113,-2376
8736,-4727,-4009
8674,-3258,-5416
8151,-1513,-6638
7354,218,-7572
6509,1868,-8377
5251,3485,-8736
3766,4925,-8691
1992,6154,-8146
-12,7173,-7161
-1687,7924,-6237
-3522,8068,-4546
-5049,7668,-2619
-6414,7297,-883
-7524,6546,978
-8212,5519,2693
-8394,4129,4265
-8245,2499,5746
-7771,878,6893
-7045,-816,7861
-5725,-2508,8233
-4327,-4166,8493
-2780,-5527,8307
-936,-6711,7647
684,-7573,6889
2512,-8212,5700
4162,-8522,4360
5626,-8250,2624
6756,-7581,825
7849,-6781,-1068
8365,-5638,-2727
8707,-4211,-4496
8666,-2916,-5750
8811,-1596,-7215
8043,107,-8150
6595,1740,-8335
5193,3390,-8583
3514,4925,-8439
1769,6138,-7907
-231,7161,-6930
-1909,7775,-5866
-3642,7969,-4327
-5255,7858,-2603
-6612,7449,-837
-7816,6802,1014
-8501,5869,2632
-8637,4331,4306
-8406,2805,5601
-8068,1047,7021
-7771,-358,8129
-6678,-2091,8769
-5247,-3658,8905
-3803,-5168,8971
-2062,-6426,8488
-264,-7400,7664
1567,-8122,6555
3217,-8530,5313
4867,-8617,3750
6348,-8320,1972
7540,-7742,202
8472,-7020,-1452
9029,-5795,-3234
9149,-4376,-4773
8806,-2743,-6063
8217,-886,-7331
7293,808,-8101
6216,2417,-8633
4813,4034,-8847
3155,5457,-8612
1274,6591,-7865
-449,7491,-7042
-2429,7990,-5561
-4158,8353,-4195
-5700,8109,-2409
-6897,7024,-127
-7940,6430,1510
-8538,5317,3221
-8629,3898,4731
-8332,2169,6163
-7792,466,7326
-6826,-1295,8121
-5519,-2961,8480
-4026,-4463,8489
-2157,-5824,7981
-136,-6954,7090
1563,-7730,6167
3382,-8307,4925
4921,-8357,3436
6385,-7928,1543
7445,-7251,-194
8270,-6146,-2124
8580,-4818,-3762
8588,-3349,-5239
8241,-1666,-6575
7433,90,-7523
6352,1765,-8117
4962,3399,-8361
3419,4958,-8377
1724,6187,-7911
-144,7202,-7058
-1843,7775,-5932
-3634,7965,-4331
-5098,7837,-2739
-6443,7177,-734
-7647,6476,1171
-8225,5387,2838
-8410,3964,4446
-8155,2314,5841
-7557,664,6893
-7144,-981,8125
-5989,-2730,8719
-4438,-4257,8695
-3172,-5527,8699
-1353,-6740,8093
536,-7511,6975
2091,-8208,6117
3782,-8377,4595
5420,-8303,2883
6752,-7915,1163
7845,-7326,-519
8608,-6224,-2384
8860,-4797,-4063
8794,-3361,-5433
8538,-1798,-6740
8159,-268,-7891
7255,1410,-8665
5737,3102,-8839
4265,4529,-8794
2532,5890,-8422
812,7070,-7882
-977,7936,-6959
-2850,8365,-5515
-4500,8336,-3836
-5985,7981,-1996
-7218,7272,-54
-8159,6298,1861
-8720,5288,3432
-8889,3885,5004
-8596,2178,6418
-8402,825,7577
-7606,-899,8505
-6212,-2619,8831
-4735,-4211,8946
-2924,-5597,8521
-1138,-6826,7964
705,-7833,7128
2475,-8522,6047
4087,-8703,4616
5737,-8394,2657
6859,-7647,788
8109,-7053,-1056
8757,-5952,-2805
9087,-4632,-4455
8901,-3143,-5758
8460,-1353,-7107
7631,292,-7923
6509,1996,-8505
5139,3630,-8769
3452,5156,-8608
1608,6443,-8051
-334,7466,-7132
-2285,7783,-5498
-4013,7796,-3783
-5700,7977,-2277
-7082,7449,-367
-8080,6542,1538
-8604,5539,3065
-8703,4067,4636
-8600,2495,6105
-7899,697,7202
-7000,-1109,8109
-5770,-2908,8678
-4269,-4384,8653
-2631,-5890,8521
-701,-6967,7668
936,-7821,6885
2755,-8398,5643
4438,-8674,4236
6034,-8427,2393
7206,-7812,606
8175,-6938,-1237
8757,-5684,-3073
8918,-4290,-4628
8955,-2883,-6072
8625,-1221,-7404
8019,354,-8373
6831,2091,-8922
5325,3650,-8975
3687,5143,-8830
1769,6406,-8175
-90,7408,-7318
-1963,8060,-6097
-3712,8155,-4443
-5362,8270,-2908
-6707,7862,-1155
-8056,7239,817
-8617,6063,2554
-8848,4673,4175
-8769,3031,5738
-8336,1328,7008
-7544,-445,7989
-6389,-2161,8550
-5011,-3795,8806
-3423,-5271,8694
-1662,-6550,8212
338,-7598,7260
1942,-8287,6345
3625,-8670,5045
5251,-8485,3234
6641,-7928,1287
7693,-7099,-594
8509,-6043,-2466
9009,-4813,-4196
8811,-3246,-5565
8505,-1509,-6996
7887,132,-8019
6707,1876,-8583
5267,3522,-8789
3555,4983,-8538
1732,6257,-7989
-66,7400,-7334
-1740,8027,-6287
-3679,8134,-4455
-5082,7470,-2388
-6670,7297,-627
-7961,6653,1308
-8489,5511,2978
-8580,3997,4583
-8291,2277,6014
-7676,552,7124
-6864,-1233,8097
-5601,-2941,8542
-4318,-4471,8789
-2574,-5820,8394
-693,-6868,7561
998,-7709,6711
2838,-8208,5370
4475,-8287,3812
5952,-8023,2071
7239,-7371,132
8184,-6554,-1630
8683,-5280,-3403
8720,-3733,-4987
8402,-2029,-6373
7631,-235,-7396
6765,1443,-8208
5713,3056,-8769
4413,4537,-8950
2739,5787,-8526
721,6760,-7481
-1043,7569,-6526
-2937,8043,-5106
-4541,7742,-3201
-5989,7375,-1386
-7177,6686,491
-8023,5783,2240
-8435,4537,3898
-8340,2970,5370
-8093,1291,6802
-7722,-144,7866
-6496,-1988,8484
-5053,-3551,8604
-3671,-4974,8645
-1893,-6331,8224
-90,-7321,7411
1608,-8014,6406
3361,-8501,5140
4925,-8514,3589
6224,-7948,1724
7429,-7268,-161
8229,-6171,-2058
8584,-4867,-3717
8716,-3477,-5239
8650,-2025,-6625
8555,-627,-7928
7491,1068,-8559
5894,2685,-8579
4525,4199,-8724
2668,5709,-8377
721,6810,-7531
-1043,7639,-6596
-2879,7998,-5119
-4459,8002,-3543
-5993,7701,-1708
-7363,7111,252
-8250,6385,1865
-8654,5148,3506
-8534,3539,4995
-8229,1856,6373
-7672,123,7549
-6789,-1596,8385
-5412,-3279,8691
-4079,-4772,8851
-2367,-6063,8430
-486,-7148,7634
1353,-7907,6554
3031,-8394,5363
4661,-8592,3931
6224,-8175,1951
7363,-7701,338
8390,-6925,-1465
8943,-5845,-3098
9207,-4471,-4736
8967,-2961,-6006
8382,-1171,-7211
7433,627,-8060
6340,2235,-8575
4950,3902,-8852
3258,5308,-8566
1406,6484,-7890
-391,7449,-7058
-2363,7948,-5585
-4009,8262,-4253
-5593,8060,-2467
-6810,7000,-190
-7845,6360,1485
-8534,5350,3184
-8592,3914,4678
-8377,2206,6171
-7779,507,7272
-7037,-1229,8266
-5696,-2912,8608
-4219,-4376,8595
-2437,-5849,8286
-474,-6967,7441
1225,-7796,6571
3007,-8419,5412
4582,-8501,3919
6088,-8241,2153
7272,-7478,206
8159,-6633,-1526
8547,-5313,-3234
8699,-3869,-4830
8526,-2190,-6336
7742,-391,-7351
6798,1320,-8118
5498,3007,-8505
4149,4471,-8620
2384,5832,-8216
660,6991,-7651
-1122,7709,-6587
-2932,7986,-5054
-4504,7911,-3407
-5985,7466,-1481
-7247,6740,507
-8056,5911,2145
-8431,4541,3890
-8307,2998,5309
-7746,1200,6546
-7037,-519,7556
-5911,-2293,8204
-4566,-3935,8501
-3143,-5337,8480
-1386,-6480,7866
379,-7404,7025
1980,-8014,6034
3745,-8237,4492
5370,-8163,2793
6661,-7759,1098
7816,-7161,-655
8456,-5985,-2471
8699,-4574,-4125
8584,-3044,-5540
8485,-1629,-6856
7948,123,-8071
6925,1670,-8595
5436,3357,-8793
3823,4665,-8488
2046,6063,-8109
321,7156,-7477
-1505,7821,-6316
-3234,8192,-4958
-4958,8146,-3188
-6237,7701,-1464
-7482,6884,598
-8184,5865,2319
-8699,4805,3894
-8617,3225,5392
-8332,1604,6728
-8122,132,7990
-7020,-1518,8538
-5721,-3135,8856
-4067,-4694,8761
-2376,-6018,8394
-486,-7268,7754
1171,-8126,6955
2908,-8699,5791
4607,-8848,4241
6022,-8493,2471
7222,-7998,776
8245,-7152,-1093
8806,-5981,-2825
9046,-4628,-4418
9009,-3163,-5846
8468,-1468,-7000
7631,325,-7956
6678,1872,-8550
5284,3555,-8839
3650,5049,-8699
1839,6352,-8191
-189,7532,-7343
-1914,8056,-6142
-3762,7891,-4129
-5296,7940,-2644
-6765,7660,-895
-7858,6810,1048
-8551,5808,2743
-8641,4351,4290
-8584,2838,5746
-7994,1060,6934
-7099,-833,7932
-5919,-2528,8447
-4483,-4207,8690
-2780,-5704,8484
-820,-6880,7700
796,-7705,6909
2536,-8423,5887
4261,-8637,4376
5849,-8443,2594
7041,-7812,771
8076,-7049,-1027
8629,-5824,-2805
8831,-4488,-4343
8753,-2833,-5920
8394,-1262,-7132
7870,363,-8233
6868,1938,-8806
5259,3605,-8864
3683,5082,-8765
1798,6327,-8125
-185,7375,-7190
-2025,7870,-5845
-3733,7944,-4211
-5461,8167,-2706
-6806,7734,-928
-8047,7045,1002
-8526,5902,2624
-8786,4471,4315
-8567,2875,5692
-8151,1126,7025
-7367,-569,7936
-6257,-2363,8620
-4760,-4005,8765
-3225,-5432,8657
-1406,-6670,8076
507,-7684,7177
2157,-8386,6229
3848,-8769,4921
5535,-8584,3049
6760,-8138,1378
7932,-7400,-532
8654,-6220,-2434
9062,-4999,-4063
8984,-3415,-5569
8749,-1947,-6802
8217,-272,-7945
6963,1427,-8390
5498,3155,-8653
3766,4710,-8476
1971,6051,-8022
-20,7165,-7145
-1650,7907,-6257
-3605,8208,-4603
-5139,7697,-2558
-6637,7429,-792
-7800,6843,957
-8435,5762,2673
-8600,4244,4356
-8402,2644,5758
-7717,903,6814
-6897,-940,7837
-5676,-2660,8336
-4306,-4310,8616
-2644,-5709,8353
-858,-6806,7664
870,-7796,6926
2640,-8270,5630
4397,-8476,4079
5832,-8171,2339
7082,-7618,536
8056,-6719,-1337
8592,-5498,-3094
8712,-4034,-4678
8386,-2355,-6031
7779,-639,-7140
6934,1159,-8093
6022,2710,-8732
4723,4310,-9033
3102,5700,-8802
1150,6711,-7861
-515,7697,-7182
-2437,8200,-5763
-4125,8435,-4310
-5692,8076,-2384
-6938,7548,-610
-8019,6616,1403
-8588,5556,3032
-8790,4087,4703
-8637,2487,6150
-8703,1233,7470
-8151,-441,8592
-6480,-2190,8670
-5201,-3856,9057
-3671,-5288,8959
-1905,-6678,8583
-49,-7722,7771
1542,-8555,7013
3341,-9046,5705
4950,-9215,4265
6426,-8951,2525
7598,-8295,697
8608,-7466,-1142
9165,-6191,-2974
9442,-4834,-4608
9751,-3762,-5989
9673,-2351,-7322
8835,-660,-8175
7627,1229,-8856
6113,3003,-9116
4587,4628,-9215
2392,6080,-8472
437,7099,-7536
-1485,8258,-6773
-3275,8778,-5503
-4962,8889,-3927
-6534,8592,-2058
-7775,7911,-136
-8765,7029,1736
-9231,5865,3366
-9211,4219,4992
-8852,2528,6324
-8278,622,7656
-7396,-1150,8546
-6047,-2990,9037
-4554,-4636,9190
-2817,-6212,9029
-886,-7387,8273
903,-8291,7388
2772,-8951,6179
4533,-9120,4587
6220,-8827,2607
7511,-8464,953
8662,-7664,-998
9306,-6517,-2789
9627,-5160,-4467
9438,-3568,-5870
8947,-1658,-7289
8179,160,-8339
6975,2041,-9016
5729,3749,-9478
4054,5370,-9424
2289,6637,-8926
210,7812,-8022
-1559,8646,-7087
-3469,9227,-5758
-5156,9244,-4088
-6633,8563,-1930
-7689,7466,223
-8749,6711,2038
-9252,5391,3861
