I0,I1,I2
-13030,-3551,16581
-10481,-6913,17394
-7288,-9982,17270
-3555,-12659,16214
49,-14986,14937
3291,-16401,13110
6814,-17275,10461
10122,-17312,7190
12874,-16528,3654
15068,-15184,116
16553,-13204,-3349
17407,-10621,-6786
17452,-7726,-9726
16879,-4376,-12503
15683,-866,-14817
13822,2433,-16255
11339,5902,-17241
8237,9120,-17357
4702,12053,-16755
1171,14408,-15579
-2281,15918,-13637
-5750,16949,-11199
-9256,17089,-7833
-12148,16570,-4422
-14664,15023,-359
-16215,12911,3304
-17160,10374,6786
-17201,7367,9834
-16611,3889,12722
-15126,169,14957
-13105,-3341,16446
-10308,-6843,17151
-7206,-9999,17205
-3547,-12766,16313
49,-14870,14821
3337,-16240,12903
6802,-17188,10386
10060,-17168,7108
12870,-16314,3444
15138,-14891,-247
16541,-12820,-3721
17254,-10081,-7173
17275,-7070,-10205
16524,-3493,-13031
15138,-12,-15126
13315,3246,-16561
10621,6674,-17295
7367,9697,-17064
3922,12329,-16251
251,14515,-14766
-3658,15811,-12153
-7433,16161,-8728
-10910,16207,-5297
-13629,15246,-1617
-15757,13583,2174
-16702,11088,5614
-17069,8035,9034
-16632,4694,11938
-15431,1105,14326
-13637,-2343,15980
-11129,-5754,16883
-8171,-8856,17027
-4970,-11649,16619
-1225,-14033,15258
2050,-15654,13604
5568,-16780,11212
9009,-17023,8014
11983,-16512,4529
14462,-15270,808
16091,-13398,-2693
17122,-11030,-6092
17498,-8258,-9240
17197,-5354,-11843
16541,-2285,-14256
14854,948,-15802
12317,4343,-16660
9264,7792,-17056
5841,10894,-16735
2483,13451,-15934
-944,15390,-14446
-4434,16673,-12239
-7891,17201,-9310
-10968,16891,-5923
-13699,15934,-2235
-15753,14272,1481
-16821,12061,4760
-17275,9178,8097
-17003,6006,10997
-16066,2536,13530
-14614,-895,15509
-12263,-4479,16742
-9524,-7742,17266
-6509,-10758,17267
-3151,-13315,16466
408,-15307,14899
3361,-16656,13295
6785,-17403,10618
9986,-17428,7442
12754,-16891,4137
15002,-15584,582
16524,-13851,-2673
17461,-11385,-6076
17576,-8311,-9265
17151,-5098,-12053
15885,-1513,-14372
14082,1864,-15946
11702,5374,-17076
9013,8485,-17498
5634,11442,-17076
1984,13860,-15844
-1179,15559,-14380
-5131,16685,-11554
-8852,16438,-7586
-11867,15745,-3878
-14602,14668,-66
-16157,12597,3560
-16990,9883,7107
-16863,6661,10202
-16244,3139,13105
-14887,-280,15167
-12478,-3894,16372
-9755,-7260,17015
-6657,-10283,16940
-3114,-13018,16132
643,-15043,14400
3865,-16351,12486
7359,-17131,9772
10572,-17019,6447
13303,-15943,2640
15361,-14454,-907
16685,-12144,-4541
17238,-9248,-7990
17122,-6179,-10943
16739,-3316,-13423
15625,-119,-15506
13171,3254,-16425
10234,6785,-17019
7074,9887,-16961
3283,12667,-15950
-495,14866,-14371
-3753,16194,-12441
-7507,16834,-9327
-10762,16636,-5874
-13525,15505,-1980
-15646,13967,1679
-16821,11842,4979
-17131,8877,8254
-16801,5519,11282
-15835,2058,13777
-14342,-1324,15666
-11962,-4809,16771
-9153,-8167,17320
-6034,-11067,17101
-2586,-13542,16128
895,-15406,14511
4360,-16557,12197
7726,-17254,9528
10873,-17089,6216
13525,-16137,2612
15604,-14878,-726
16970,-13113,-3857
17679,-10498,-7181
17613,-7569,-10044
16801,-4054,-12747
15472,-495,-14977
13488,2961,-16449
11030,6286,-17316
7973,9495,-17468
4562,12201,-16763
1031,14458,-15489
-2491,16025,-13534
-5878,17098,-11220
-9075,17411,-8336
-12003,16759,-4756
-14482,14878,-396
-15984,12903,3081
-17143,10522,6621
-17147,7309,9838
-16537,3840,12697
-15398,367,15031
-13340,-3060,16400
-10766,-6406,17172
-7709,-9586,17295
-4166,-12449,16615
-470,-14742,15212
3007,-16132,13125
6364,-17164,10800
9578,-17391,7813
12424,-16846,4422
14870,-15543,673
16429,-13707,-2722
17353,-11145,-6208
17584,-8192,-9392
17419,-5218,-12201
16380,-1819,-14561
14561,1551,-16112
12102,4904,-17006
9227,8212,-17439
5907,11257,-17164
2442,13756,-16198
-919,15514,-14595
-4574,16702,-12128
-8142,17193,-9051
-11343,16904,-5561
-14115,15666,-1551
-16087,13963,2124
-17155,11686,5469
-17424,8633,8791
-17007,5308,11699
-15873,1732,14141
-14280,-1687,15967
-11826,-5197,17023
-8992,-8493,17485
-5775,-11455,17230
-2206,-13921,16127
1089,-15637,14548
4706,-16904,12198
8208,-17498,9290
11331,-17267,5936
13987,-16339,2352
15976,-15118,-858
17234,-12837,-4397
17667,-10027,-7640
17551,-7004,-10547
16784,-3514,-13270
15464,-57,-15407
13315,3328,-16643
10576,6855,-17431
7326,10011,-17337
3753,12832,-16585
189,15002,-15191
-3300,16409,-13109
-6917,17279,-10362
-10205,17250,-7045
-13072,15881,-2809
-15147,13868,1279
-16495,11665,4830
-17349,9004,8345
-16970,5614,11356
-15918,2062,13856
-14218,-1546,15764
-11776,-5007,16783
-8802,-8456,17258
-5197,-11587,16784
-1559,-14041,15600
1942,-15798,13856
5469,-16974,11505
8938,-17386,8448
11838,-16904,5066
14400,-15658,1258
16198,-13979,-2219
17250,-11508,-5742
17617,-8687,-8930
17502,-5803,-11699
16681,-2528,-14153
15138,705,-15843
12799,4207,-17006
9949,7590,-17539
6723,10642,-17365
3118,13307,-16425
-585,15365,-14780
-3828,16533,-12705
-7515,17164,-9649
-10650,16904,-6254
-13575,15852,-2277
-15584,13946,1638
-16924,11814,5110
-17353,8798,8555
-17209,5700,11509
-16017,2017,14000
-14268,-1575,15843
-11875,-5168,17043
-8893,-8443,17336
-5568,-11562,17130
-2000,-13950,15950
1299,-15613,14314
4912,-16867,11955
8241,-17424,9183
11422,-17077,5655
14049,-15988,1939
15959,-14383,-1576
17065,-11999,-5066
17626,-9149,-8477
17263,-5911,-11352
16273,-2409,-13864
14841,858,-15699
12639,4327,-16966
9755,7623,-17378
6488,10675,-17163
2697,13286,-15983
-792,15180,-14388
-4966,16310,-11344
-8377,16578,-8201
-11694,16438,-4744
-14383,15258,-875
-16161,13459,2702
-16957,10795,6162
-17147,7717,9430
-16491,4059,12432
-15167,561,14606
-13030,-3089,16119
-10209,-6562,16771
-7095,-9784,16879
-3448,-12610,16058
268,-14821,14553
3691,-16165,12474
7251,-17044,9793
10551,-16937,6386
13290,-16033,2743
15406,-14503,-903
16784,-12139,-4645
17448,-9689,-7759
17601,-6925,-10676
17230,-4030,-13200
16000,-734,-15266
13723,2668,-16391
11141,6034,-17175
7862,9380,-17242
4438,12205,-16643
1010,14507,-15517
-2462,16058,-13596
-5973,17114,-11141
-9227,17242,-8015
-12210,16524,-4314
-14730,15353,-623
-16273,13323,2950
-17180,10737,6443
-17312,7709,9603
-16607,4207,12400
-15448,672,14776
-13360,-2887,16247
-10960,-6298,17258
-7915,-9471,17386
-4665,-12280,16945
-1196,-14536,15732
2013,-16124,14111
5494,-17230,11736
8782,-17568,8786
11710,-17234,5524
14433,-16124,1691
16227,-14441,-1786
17358,-12218,-5140
17782,-9805,-7977
17490,-6591,-10899
16363,-2668,-13695
14940,536,-15476
12919,3906,-16825
10122,7293,-17415
6810,10630,-17440
3498,12960,-16458
-231,15118,-14887
-3588,16438,-12850
-7961,16751,-8790
-10815,16310,-5495
-14016,15357,-1341
-15815,13686,2129
-17003,11038,5965
-17176,8212,8964
-16623,4846,11777
-15514,998,14516
-13373,-2635,16008
-10935,-5824,16759
-7598,-9367,16965
-3943,-12292,16235
-185,-14672,14857
2949,-15906,12957
6525,-16929,10404
10201,-16995,6794
12672,-16128,3456
15031,-14705,-326
16405,-12383,-4022
17180,-9710,-7470
17069,-6558,-10511
16731,-3642,-13089
16062,-730,-15332
13327,3114,-16441
10857,6146,-17003
7598,9363,-16961
4005,12276,-16281
-202,14701,-14499
-3691,16108,-12417
-6925,16776,-9851
-10279,16594,-6315
-13385,15419,-2034
-15369,14218,1151
-16702,12049,4653
-17061,9083,7978
-16759,5775,10984
-15703,1872,13831
-14140,-1522,15662
-11682,-5135,16817
-8980,-8365,17345
-5816,-11339,17155
-2912,-13492,16404
767,-15427,14660
4042,-16520,12478
7755,-17300,9545
10576,-17110,6534
13492,-16182,2690
15646,-14982,-664
16999,-13191,-3808
17716,-11017,-6699
17613,-7713,-9900
16974,-4582,-12392
15778,-1023,-14755
13674,2673,-16347
11203,6117,-17320
8547,8934,-17481
5168,11826,-16994
1637,14095,-15732
-2140,15926,-13786
-5684,17007,-11323
-8637,17399,-8762
-11644,16809,-5165
-14198,14751,-553
-16120,12804,3316
-17184,10729,6455
-17283,7635,9648
-16673,3889,12784
-15493,482,15011
-13954,-2429,16383
-11385,-5836,17221
-8076,-9293,17369
-4884,-11921,16805
-787,-14445,15232
2780,-15939,13159
6253,-17139,10886
9479,-17279,7800
12494,-16648,4154
14862,-15307,445
16421,-13381,-3040
17292,-10795,-6497
17465,-7870,-9595
16966,-4529,-12437
15646,-932,-14714
13752,2409,-16161
11092,5927,-17019
8179,9153,-17332
4698,11966,-16664
1196,14342,-15538
-2301,15893,-13592
-5985,16858,-10873
-9363,17056,-7693
-12449,16339,-3890
-14895,15002,-107
-16462,13026,3436
-17320,10324,6996
-17337,7350,9987
-16528,3741,12787
-15258,276,14982
-13352,-3077,16429
-10642,-6538,17180
-7697,-9669,17366
-4413,-12507,16920
-796,-14767,15563
2541,-16269,13728
6014,-17155,11141
9351,-17366,8015
12379,-16896,4517
14800,-15922,1122
16458,-14511,-1947
17407,-11958,-5449
17671,-9050,-8621
17312,-5857,-11455
16297,-2301,-13996
14862,1023,-15885
12482,4611,-17093
9598,7878,-17476
6298,10972,-17270
2825,13542,-16367
-627,15543,-14916
-4120,16792,-12672
-7482,17481,-9999
-10712,17353,-6641
-13447,16091,-2644
-15386,13851,1535
-16594,11574,5020
-17432,8914,8518
-17028,5498,11530
-16128,2066,14062
-14396,-1534,15930
-12045,-4999,17044
-9363,-8233,17596
-5841,-11203,17044
-2330,-13756,16086
1064,-15679,14615
4570,-16842,12272
8043,-17411,9368
11100,-17003,5903
13851,-15914,2063
15831,-14404,-1427
17019,-11933,-5086
17452,-9046,-8406
17155,-5709,-11446
16124,-2173,-13951
14495,1254,-15749
12024,4760,-16784
9108,8229,-17337
5770,11207,-16977
2062,13723,-15785
-1196,15551,-14355
-5069,16640,-11571
-8753,16652,-7899
-11834,16174,-4340
-14647,14862,-215
-16252,13063,3189
-17221,10485,6736
-17234,7437,9797
-16768,4050,12718
-15427,561,14866
-13360,-2978,16338
-10848,-6323,17171
-7866,-9520,17386
-4339,-12333,16672
-763,-14487,15250
2681,-15984,13303
6290,-17110,10820
9623,-17345,7722
12585,-16623,4038
14928,-15233,305
16500,-13406,-3094
17366,-10902,-6464
17523,-7903,-9620
17081,-4653,-12428
15955,-1278,-14677
14647,1621,-16268
12148,5205,-17353
9070,8377,-17447
5754,11331,-17085
2008,13814,-15822
-1179,15600,-14421
-5292,16669,-11377
-8641,17011,-8370
-11793,16627,-4834
-14326,15559,-1233
-16198,13695,2503
-17089,11195,5894
-17296,8151,9145
-16743,4686,12057
-15497,1018,14479
-13513,-2594,16107
-10824,-6109,16933
-7767,-9318,17085
-4376,-12238,16614
-643,-14573,15216
2776,-16029,13253
6208,-17023,10815
9442,-17193,7751
12379,-16611,4232
14792,-15283,491
16293,-13220,-3073
17209,-10704,-6505
17349,-7779,-9570
16726,-4261,-12465
15419,-713,-14706
13455,2656,-16111
10844,6187,-17031
7783,9351,-17134
4236,12234,-16470
655,14540,-15195
-2788,15959,-13171
-6228,17019,-10791
-9689,17003,-7314
-12601,16046,-3445
-15060,14647,413
-16500,12519,3981
-17217,9689,7528
-17069,6562,10507
-16223,3031,13192
-14767,-441,15208
-12622,-3927,16549
-9883,-7264,17147
-6987,-10333,17320
-3485,-12874,16359
24,-14907,14883
3390,-16347,12957
6942,-17254,10312
10250,-17180,6930
13047,-16401,3354
15283,-15048,-235
16788,-13142,-3646
17580,-10671,-6909
17642,-7816,-9826
16970,-4500,-12470
15584,-837,-14747
13810,2367,-16177
11385,5770,-17155
8555,8922,-17477
5383,11801,-17184
1786,14062,-15848
-1608,15724,-14116
-5247,16920,-11673
-8790,17184,-8394
-11867,16487,-4620
-14466,15217,-751
-16149,13319,2830
-17077,10877,6200
-17160,7680,9480
-16619,4306,12313
-15460,816,14644
-13344,-2829,16173
-10654,-6323,16977
-7594,-9553,17147
-3997,-12424,16421
-449,-14664,15113
3106,-16244,13138
6410,-17176,10766
9656,-17287,7631
12527,-16483,3956
14825,-15184,359
16330,-13101,-3229
17164,-10390,-6774
17176,-7577,-9599
16623,-4063,-12560
15353,-594,-14759
13319,2924,-16243
10737,6369,-17106
7532,9532,-17064
3873,12457,-16330
127,14652,-14779
-3304,16038,-12734
-6876,16891,-10015
-10188,16669,-6481
-13035,15712,-2677
-15332,14198,1134
-16640,12111,4529
-17069,9103,7966
-16747,5671,11076
-15786,2087,13699
-14223,-1315,15538
-11818,-4867,16685
-8938,-8262,17200
-5882,-11158,17040
-2409,-13637,16046
1097,-15373,14276
4599,-16553,11954
8002,-17135,9133
11121,-16846,5725
13818,-15802,1984
15852,-14507,-1345
17056,-12375,-4681
17650,-9726,-7924
17395,-6616,-10779
16623,-3353,-13270
15180,189,-15369
13014,3588,-16602
10675,6814,-17489
7503,9846,-17349
4067,12445,-16512
474,14627,-15101
-3069,16025,-12956
-6455,16995,-10540
-9937,17106,-7169
-12771,15864,-3093
-14953,13963,990
-16545,12205,4340
-17292,9421,7871
-17015,6224,10791
-16194,2751,13443
-14977,-511,15488
-12911,-3844,16755
-10085,-7128,17213
-6996,-10126,17122
-3184,-12981,16165
606,-15043,14437
3766,-16351,12585
7367,-17193,9826
10531,-17188,6657
13200,-16417,3217
15369,-15010,-359
16739,-12907,-3832
17457,-10337,-7120
17523,-7474,-10049
17073,-4339,-12734
15728,-849,-14879
13695,2516,-16211
10951,6080,-17031
7816,9310,-17126
4500,12210,-16710
948,14474,-15422
-2710,16000,-13290
-6241,16846,-10605
-9553,17032,-7479
-12527,16306,-3779
-14986,14883,103
-16471,12849,3622
-17238,10122,7116
-17139,7045,10094
-16289,3489,12800
-14907,-82,14989
-12771,-3691,16462
-10032,-7128,17160
-7066,-10135,17201
-3638,-12857,16495
-127,-15089,15216
3106,-16446,13340
6583,-17300,10717
9809,-17428,7619
12667,-16801,4134
15035,-15761,726
16714,-14190,-2524
17461,-11690,-5771
17634,-8571,-9063
17275,-5577,-11698
16236,-1980,-14256
14680,1357,-16037
12296,4789,-17085
9409,8093,-17502
6261,11013,-17274
2763,13563,-16326
-759,15547,-14788
-4092,16788,-12696
-7519,17477,-9958
-10683,17312,-6629
-13501,16013,-2512
-15460,13905,1555
-16710,11768,4942
-17551,9066,8485
-17279,5783,11496
-16363,2392,13971
-14784,-1018,15802
-12601,-4380,16981
-9937,-7705,17642
-6521,-10807,17328
-2957,-13319,16276
693,-15501,14808
3902,-16677,12775
7408,-17444,10036
10638,-17271,6633
13484,-16273,2789
15571,-14825,-746
16883,-12568,-4315
17556,-9834,-7722
17386,-6798,-10588
16533,-3213,-13320
15130,169,-15299
12903,3749,-16652
10168,7095,-17263
6884,10275,-17159
3130,12985,-16115
-610,15163,-14553
-4467,16198,-11731
-8208,16297,-8089
-11488,16310,-4822
-14338,15184,-846
-16062,13294,2768
-17110,10828,6282
-17226,7783,9443
-16875,4603,12272
-15538,932,14606
-13579,-2561,16140
-11220,-5940,17160
-8324,-9149,17473
-4978,-11991,16969
-1262,-14338,15600
2029,-15926,13897
5548,-16986,11438
8901,-17572,8671
11818,-17015,5197
14400,-15881,1481
16137,-14297,-1840
17217,-11834,-5383
17593,-9025,-8568
17325,-5935,-11390
16401,-2442,-13959
15064,742,-15806
12816,4281,-17097
10015,7503,-17518
6967,10527,-17494
3221,13183,-16404
-342,15246,-14904
-3757,16500,-12743
-7342,17221,-9879
-10605,17110,-6505
-13311,16161,-2850
-15584,14812,772
-16780,12375,4405
-17304,9483,7821
-17143,6253,10890
-16211,2541,13670
-14668,-899,15567
-12193,-4632,16825
-9355,-7940,17295
-5985,-10997,16982
-2404,-13600,16004
1130,-15526,14396
4566,-16702,12136
8002,-17213,9211
11121,-16990,5869
13897,-15951,2054
15827,-14185,-1642
17015,-11739,-5276
17506,-8815,-8691
17114,-5560,-11554
16153,-2215,-13938
14676,1126,-15802
12201,4607,-16808
9240,7944,-17184
5729,10927,-16656
2136,13550,-15686
-1200,15336,-14136
-4904,16533,-11629
-9009,16281,-7272
-11900,15522,-3622
-14854,14718,136
-16409,12535,3874
-17106,9809,7297
-17015,6595,10420
-16231,3106,13125
-14808,-305,15113
-12894,-3762,16656
-10147,-7086,17233
-7293,-10019,17312
-3774,-12692,16466
-41,-14788,14829
3415,-16203,12788
6958,-17085,10127
10164,-17048,6884
13018,-16330,3312
15237,-14998,-239
16710,-13063,-3647
17527,-10819,-6708
17498,-7767,-9731
16821,-4372,-12449
15340,-680,-14660
13447,2710,-16157
10960,6138,-17098
8237,9186,-17423
4760,12139,-16899
1056,14421,-15477
-2404,16058,-13654
-5783,16986,-11203
-9227,17250,-8023
-12185,16632,-4447
-14647,15427,-780
-16207,13431,2776
-17164,11013,6151
-17242,7849,9393
-16722,4459,12263
-15547,903,14644
-13579,-2681,16260
-10947,-6175,17122
-7998,-9347,17345
-4648,-12222,16870
-1093,-14548,15641
2128,-16108,13980
5544,-17267,11723
8641,-17729,9088
11665,-17234,5569
14111,-16042,1931
15951,-14317,-1634
17056,-11830,-5226
17436,-9054,-8382
17283,-5878,-11405
16421,-2516,-13905
14990,792,-15782
12601,4281,-16882
9780,7573,-17353
6517,10687,-17204
2788,13253,-16041
-800,15221,-14421
-4611,16343,-11732
-8208,16512,-8304
-11479,15972,-4493
-14305,14883,-578
-16178,13162,3016
-17052,10473,6579
-16949,7185,9764
-16256,3621,12635
-15015,123,14892
-12841,-3473,16314
-10242,-6864,17106
-7371,-9920,17291
-3869,-12618,16487
-210,-14734,14944
3283,-16017,12734
6876,-16871,9995
10254,-16846,6592
12964,-16071,3107
15266,-14804,-462
16731,-12721,-4010
17407,-9949,-7458
17279,-6971,-10308
16495,-3444,-13051
15114,8,-15122
13117,3361,-16478
10815,6567,-17382
7676,9677,-17353
4158,12300,-16458
400,14594,-14994
-3097,15988,-12891
-6628,16982,-10354
-9974,17102,-7128
-12849,16099,-3250
-15015,14379,636
-16479,12399,4080
-17184,9578,7606
-17052,6525,10527
-16330,3093,13237
-14998,-280,15278
-12944,-3621,16565
-10205,-7029,17234
-6991,-10093,17084
-3407,-12808,16215
416,-14949,14533
3671,-16372,12701
7074,-17283,10209
10279,-17263,6984
13026,-16483,3457
15233,-15204,-29
16611,-13121,-3490
17353,-10568,-6785
17514,-7623,-9891
17077,-4496,-12581
15811,-1060,-14751
13785,2367,-16152
11207,5878,-17085
8208,9058,-17266
4958,11946,-16904
1485,14309,-15794
-1909,15790,-13881
-5482,16871,-11389
-8868,17271,-8403
-11838,16846,-5008
-14400,15472,-1072
-16087,13393,2694
-17069,10869,6200
-17197,7816,9381
-16549,4294,12255
-15287,635,14652
-13389,-2862,16251
-10663,-6369,17032
-7647,-9520,17167
-4314,-12354,16668
-763,-14614,15377
2590,-16128,13538
5997,-17073,11076
9392,-17275,7883
12292,-16809,4517
14779,-15646,867
16376,-13942,-2434
17325,-11455,-5870
17584,-8460,-9124
17188,-5255,-11933
16178,-1889,-14289
14573,1530,-16103
12469,4690,-17159
9396,8093,-17489
6084,11050,-17134
2611,13567,-16178
-820,15497,-14677
-4360,16706,-12346
-7891,17292,-9401
-11187,16896,-5709
-13847,15353,-1506
-15774,13402,2372
-16970,11269,5701
-17547,8456,9091
-17061,5073,11988
-16104,1843,14261
-14520,-1542,16062
-12271,-4867,17138
-9301,-8200,17501
-5886,-11228,17114
-2248,-13777,16025
1051,-15695,14644
4640,-16924,12284
8089,-17605,9516
11220,-17296,6076
13789,-16227,2438
15881,-14763,-1118
17052,-12577,-4475
17700,-9862,-7838
17531,-6880,-10651
16693,-3399,-13294
15266,165,-15431
13195,3460,-16655
10584,6888,-17472
7235,10131,-17366
3745,12907,-16652
45,15089,-15134
-3242,16417,-13175
-6872,17234,-10362
-10110,17094,-6984
-13055,16203,-3148
-15287,14297,990
-16541,12238,4303
-17201,9301,7900
-17036,6117,10919
-15992,2396,13596
-14330,-1212,15542
-11987,-4822,16809
-8926,-8311,17237
-5482,-11314,16796
-1777,-13855,15632
1571,-15629,14058
5317,-16854,11537
8782,-17312,8530
11830,-16908,5078
14309,-15683,1374
16141,-13983,-2158
17160,-11442,-5718
17481,-8493,-8988
17188,-5333,-11855
16223,-2021,-14202
15200,932,-16132
12878,4360,-17238
10052,7557,-17609
6756,10494,-17250
3126,13154,-16280
-457,15200,-14743
-4174,16446,-12272
-7833,16854,-9021
-11104,16665,-5561
-13794,15691,-1897
-15930,14012,1918
-16978,11603,5375
-17304,8563,8741
-16986,5267,11719
-15778,1567,14211
-13996,-1942,15938
-11492,-5440,16932
-8493,-8695,17188
-5197,-11591,16788
-1530,-14041,15571
1831,-15786,13955
5473,-16842,11369
8893,-17230,8337
11929,-16718,4789
14470,-15576,1106
16186,-13629,-2557
17168,-11071,-6097
17448,-8085,-9363
16879,-4830,-12049
15868,-1381,-14487
14095,1975,-16070
11554,5374,-16928
8402,8749,-17151
4830,11661,-16491
1254,14070,-15324
-2318,15708,-13390
-5861,16805,-10944
-9586,16541,-6955
-12370,15691,-3321
-15043,14598,445
-16409,12453,3956
-17048,9508,7540
-16916,6385,10531
-15930,2809,13121
-14396,-721,15117
-11941,-4360,16301
-9141,-7750,16891
-5721,-10844,16565
-2095,-13402,15497
1278,-15246,13968
4978,-16467,11489
8505,-16990,8485
11562,-16504,4942
14119,-15444,1325
15918,-13847,-2071
17180,-11809,-5371
17502,-9033,-8469
17180,-5927,-11253
16009,-2338,-13671
14251,1229,-15480
12205,4475,-16680
9471,7763,-17234
6600,10654,-17254
2904,13241,-16145
-622,15118,-14496
-3964,16495,-12531
-7503,17118,-9615
-10650,16842,-6192
-13377,15897,-2520
-15510,14251,1259
-16586,11929,4657
-17118,8951,8167
-16784,5680,11104
-15992,2285,13707
-14487,-1204,15691
-12012,-4669,16681
-9322,-7965,17287
-6463,-10819,17282
-2965,-13468,16433
540,-15444,14904
3634,-16648,13014
6826,-17556,10730
9986,-17564,7578
12680,-16817,4137
14949,-15419,470
16409,-13435,-2974
17312,-10910,-6402
17523,-7957,-9566
17110,-4710,-12400
16203,-1633,-14570
14478,1744,-16222
12032,5082,-17114
9004,8369,-17373
5548,11451,-16999
1843,13777,-15620
-1608,15547,-13939
-5453,16648,-11195
-8963,16710,-7747
-12049,16079,-4030
-14676,14850,-174
-16355,13088,3267
-17143,10378,6765
-16962,7099,9863
-16165,3436,12729
-14953,24,14929
-12630,-3588,16218
-9895,-7086,16981
-6711,-10131,16842
-3056,-12832,15888
688,-14891,14203
4104,-16194,12090
7705,-16933,9228
11022,-16524,5502
13637,-15621,1984
15724,-14202,-1522
16912,-11929,-4983
17378,-9314,-8064
17114,-6088,-11026
16264,-2697,-13567
14755,726,-15481
12449,4129,-16578
9974,7346,-17320
6707,10374,-17081
2994,12952,-15946
-655,14977,-14322
-4067,16223,-12156
