I0,I1,I2
22456,-7024,-15432
18550,3823,-22373
11236,12985,-24221
1947,19445,-21392
-7957,22584,-14627
-16335,22209,-5874
-21549,19028,2521
-23285,12313,10972
-21511,3019,18492
-15976,-8670,24646
-7511,-16000,23511
1617,-20790,19173
11933,-22761,10828
19016,-21792,2776
22675,-17023,-5652
23194,-9227,-13967
20068,239,-20307
13348,11092,-24440
4525,18228,-22753
-7618,21623,-14005
-14029,22811,-8782
-20583,20274,309
-23298,14470,8828
-22435,5341,17094
-17795,-7152,24947
-9623,-14227,23850
-688,-20224,20912
9714,-22646,12932
17580,-22229,4649
22180,-18381,-3799
23289,-10807,-12482
20596,-1245,-19351
14280,9821,-24101
5539,17395,-22934
-6954,21016,-14062
-13200,22959,-9759
-20241,20625,-384
-23083,15010,8073
-22295,5692,16603
-18001,-6719,24720
-9982,-14111,24093
-858,-20059,20917
9367,-22675,13308
17386,-22386,5000
22118,-18537,-3581
23277,-11063,-12214
20930,-1695,-19235
14817,9499,-24316
6298,16982,-23280
-5374,21054,-15680
-12754,23054,-10300
-19903,20860,-957
-22926,15728,7198
-22877,7037,15840
-18913,-3984,22897
-11244,-12997,24241
-1951,-19552,21503
8208,-22712,14504
16776,-22188,5412
21759,-18723,-3036
22988,-11112,-11876
20340,-1324,-19016
14297,9726,-24023
5424,17440,-22864
-7165,20909,-13744
-13616,22600,-8984
-20361,20315,46
-23067,14392,8675
-22303,5379,16924
-17844,-7049,24893
-9516,-14301,23817
-523,-20047,20570
10011,-22497,12486
17659,-22134,4475
22138,-18046,-4092
23227,-10593,-12634
20658,-1080,-19578
14025,10114,-24139
5354,17601,-22955
-7202,21202,-14000
-13459,23005,-9546
-20476,20336,140
-23067,14854,8213
-22559,5985,16574
-18232,-6352,24584
-10048,-14000,24048
-775,-19927,20702
9330,-22456,13126
17428,-22237,4809
22044,-18195,-3849
23108,-10687,-12421
20142,-829,-19313
13752,10230,-23982
5073,17733,-22806
-7676,21169,-13493
-13938,22629,-8691
-20600,19903,697
-23001,13822,9179
-21982,4537,17445
-17085,-7948,25033
-8547,-14854,23401
206,-20307,20101
11154,-22320,11166
18566,-21718,3152
22386,-16834,-5552
22803,-8860,-13943
19812,309,-20121
12725,11558,-24283
3510,18558,-22068
-7618,22006,-14388
-15093,22477,-7384
-20950,19663,1287
-23170,13290,9880
-21825,4195,17630
-16702,-8179,24881
-8349,-15213,23562
841,-20455,19614
11422,-22308,10886
18698,-21441,2743
22374,-16603,-5771
22584,-8278,-14306
19300,1084,-20384
12069,12086,-24155
2664,19032,-21696
-7532,22423,-14891
-16095,22089,-5994
-21342,19119,2223
-23194,12292,10902
-21384,2800,18584
-15852,-8699,24551
-7301,-16033,23334
1757,-20695,18938
11851,-22815,10964
18987,-21714,2727
22592,-16850,-5742
23153,-9103,-14050
19993,321,-20314
13010,11389,-24399
3753,18591,-22344
-7693,21924,-14231
-14586,22708,-8122
-20860,20125,735
-23368,14173,9195
-22460,5218,17242
-17782,-7321,25103
-9590,-14342,23932
-862,-20167,21029
9714,-22650,12936
17576,-22295,4719
22138,-18409,-3729
23215,-10659,-12556
20579,-1089,-19490
14227,9957,-24184
5506,17551,-23057
-7049,21165,-14116
-13344,23025,-9681
-20328,20563,-235
-23133,15180,7953
-22679,6389,16290
-18385,-5552,23937
-10663,-13538,24201
-1150,-19857,21007
8761,-22732,13971
17382,-22176,4794
21932,-18640,-3292
23219,-10923,-12296
20798,-1485,-19313
14223,9924,-24147
5622,17391,-23013
-6715,21041,-14326
-13043,23145,-10102
-20109,20707,-598
-23029,15411,7618
-22716,6670,16046
-18756,-4599,23355
-10976,-13294,24270
-1843,-19610,21453
8307,-22782,14475
17011,-22303,5292
21846,-18715,-3131
23186,-11294,-11892
20917,-1843,-19074
14850,9334,-24184
6261,17065,-23326
-5346,20983,-15637
-12870,22811,-9941
-19940,20847,-907
-22988,15299,7689
-22654,6637,16017
-18438,-5259,23697
-10737,-13517,24254
-1171,-19721,20892
9116,-22572,13456
17221,-22287,5066
22019,-18269,-3750
23265,-11005,-12260
20926,-1559,-19367
14553,9656,-24209
5820,17201,-23021
-6344,20983,-14639
-12923,23062,-10139
-20080,20740,-660
-23001,15262,7739
-22757,6521,16236
-18574,-5259,23833
-10654,-13596,24250
-1229,-19742,20971
8740,-22658,13918
17193,-22254,5061
21953,-18690,-3263
23194,-10865,-12329
20546,-1340,-19206
14297,9751,-24048
5713,17362,-23075
-6868,20938,-14070
-13158,22881,-9723
-20365,20431,-66
-23046,14742,8304
-22435,5643,16792
-17803,-6921,24724
-9776,-14148,23924
-627,-20022,20649
9792,-22485,12693
17861,-22044,4183
22060,-17782,-4278
22860,-9825,-13035
20146,-404,-19742
13356,10708,-24064
4302,18141,-22443
-7664,21577,-13913
-14520,22662,-8142
-20719,20026,693
-23194,13839,9355
-22209,4871,17338
-17436,-7651,25087
-9161,-14598,23759
-272,-20241,20513
10415,-22374,11959
18129,-21879,3750
22225,-17580,-4645
22959,-9825,-13134
19841,-33,-19808
13369,10906,-24275
3939,18335,-22274
-7590,21697,-14107
-14557,22497,-7940
-20798,19800,998
-23133,13488,9645
-21957,4364,17593
-16759,-8295,25054
-8386,-15204,23590
746,-20484,19738
11467,-22411,10944
18558,-21784,3226
22547,-17007,-5540
23190,-9326,-13864
20031,148,-20179
13096,11228,-24324
4281,18389,-22670
-7569,21668,-14099
-14004,23025,-9021
-20604,20583,21
-23392,14833,8559
-22625,5812,16813
-18294,-6534,24828
-10073,-14058,24131
-1142,-20109,21251
9066,-22910,13844
17213,-22514,5301
22151,-19003,-3148
23491,-11599,-11892
21239,-2219,-19020
15225,9264,-24489
6789,16784,-23573
-4067,21012,-16945
-12556,22963,-10407
-19729,21289,-1560
-23050,16108,6942
-22864,7309,15555
-18942,-3353,22295
-11694,-12923,24617
-2202,-19540,21742
7796,-22745,14949
16277,-22559,6282
21705,-19399,-2306
23401,-12428,-10973
21454,-2747,-18707
15427,9108,-24535
6765,16574,-23339
-3279,21074,-17795
-12556,23029,-10473
-19725,21214,-1489
-23071,16145,6926
-23128,7887,15241
-19606,-1881,21487
-12490,-12218,24708
-3411,-19074,22485
7738,-22518,14780
15345,-22893,7548
21247,-20010,-1237
23524,-13670,-9854
22147,-4158,-17989
16978,8179,-25157
8695,15386,-24081
-482,20785,-20303
-11517,22592,-11075
-18735,22213,-3478
-22695,17584,5111
-23339,9648,13691
-20303,66,20237
-13534,-11022,24556
-4306,-18393,22699
8002,-21808,13806
14969,-22658,7689
21004,-19833,-1171
23178,-13051,-10127
21676,-3469,-18207
16190,8687,-24877
7181,16141,-23322
-2116,20893,-18777
-12028,22914,-10886
-19313,21528,-2215
-22823,16586,6237
-23166,8155,15011
-19548,-1485,21033
-12333,-12234,24567
-2722,-19160,21882
7503,-22629,15126
15972,-22576,6604
21569,-19531,-2038
23586,-12766,-10820
21656,-3188,-18468
16207,8658,-24865
7874,15967,-23841
-940,20839,-19899
-11958,22679,-10721
-19164,21652,-2488
-22790,16681,6109
-23042,8369,14673
-19630,-1303,20933
-12234,-12193,24427
-2446,-19247,21693
7643,-22720,15077
16339,-22460,6121
21532,-19272,-2260
23157,-11966,-11191
21313,-2594,-18719
15415,9033,-24448
6657,16648,-23305
-3840,20959,-17119
-12589,22877,-10288
-19672,20992,-1320
-22939,15683,7256
-22815,6888,15927
-18781,-4438,23219
-11063,-13158,24221
-1909,-19556,21465
8101,-22753,14652
16710,-22279,5569
21821,-18909,-2912
23322,-11727,-11595
20930,-1909,-19021
15072,9231,-24303
6546,16949,-23495
-5181,20897,-15716
-12828,23029,-10201
-19969,20736,-767
-23009,15353,7656
-22770,6624,16146
-18521,-4966,23487
-10758,-13447,24205
-1295,-19725,21020
8732,-22679,13947
17201,-22332,5131
21986,-18467,-3519
23277,-11009,-12268
20724,-1348,-19376
14441,9805,-24246
5713,17490,-23203
-6831,21124,-14293
-13179,23108,-9929
-20270,20769,-499
-23149,15526,7623
-22914,6781,16133
-18929,-4669,23598
-10947,-13426,24373
-2041,-19758,21799
8014,-23083,15069
16611,-22625,6014
21870,-19449,-2421
23628,-12568,-11060
21825,-3040,-18785
16009,8864,-24873
7647,16157,-23804
-1365,21012,-19647
-11842,22885,-11043
-19082,22015,-2933
-22852,17292,5560
-23166,8728,14438
-19911,-664,20575
-12997,-11677,24674
-3617,-18900,22517
7713,-22279,14566
15299,-22860,7561
21289,-20113,-1176
23570,-13678,-9892
22171,-4129,-18042
17036,8266,-25302
8728,15221,-23949
-367,20682,-20315
-11248,22559,-11311
-18537,22188,-3651
-22679,17683,4996
-23372,9590,13782
-20464,37,20427
-13604,-11133,24737
-4442,-18607,23049
7862,-21965,14103
14425,-23359,8934
21029,-20905,-124
23797,-15398,-8399
23186,-6542,-16644
19218,4764,-23982
12465,12837,-25302
3510,19701,-23211
-7755,22963,-15208
-15670,23174,-7504
-21652,20530,1122
-24011,14111,9900
-22786,4657,18129
-17865,-7928,25793
-9557,-15163,24720
-424,-20823,21247
10357,-23120,12763
18001,-22992,4991
22790,-18913,-3877
23916,-11360,-12556
21854,-2062,-19792
15472,9516,-24988
6612,17337,-23949
-4422,21544,-17122
-12733,23714,-10981
-20105,21891,-1786
-23582,16788,6794
-23784,8142,15642
-20125,-1947,22072
-12601,-12577,25178
-3275,-19531,22806
7792,-23038,15246
15844,-23364,7520
21817,-20637,-1180
24143,-14095,-10048
22728,-4430,-18298
17820,8052,-25872
9479,15340,-24819
132,21058,-21190
-10729,23331,-12602
-18451,23116,-4665
-23067,18962,4105
-24139,11083,13056
-21730,1505,20225
-15217,-9891,25108
-6294,-17737,24031
5585,-21709,16124
13195,-23854,10659
20517,-21738,1221
23512,-15571,-7941
23112,-6406,-16706
18975,5552,-24527
10708,14128,-24836
1435,20385,-21820
-8955,23516,-14561
-17688,23108,-5420
-22741,19102,3639
-23883,11306,12577
-21561,1596,19965
-15130,-9891,25021
-6410,-17721,24131
5362,-21738,16376
13290,-23727,10437
20600,-21499,899
23776,-16046,-7730
23566,-6975,-16591
19399,4479,-23878
11558,13554,-25112
1988,20146,-22134
-8324,23483,-15159
-17518,23025,-5507
-22543,19560,2983
-24077,11937,12140
-21821,2161,19660
-15538,-9619,25157
-6666,-17395,24061
5255,-21619,16364
13179,-23628,10449
20369,-21565,1196
23607,-15980,-7627
23541,-6930,-16611
19148,4500,-23648
10968,13884,-24852
1501,20377,-21878
-8905,23380,-14475
-17947,22922,-4975
-22712,19094,3618
-24094,11356,12738
-21524,1534,19990
-15233,-9875,25108
-6171,-17745,23916
5143,-21862,16719
13191,-23743,10552
20505,-21763,1258
23904,-16330,-7574
23867,-7656,-16211
19676,3403,-23079
11884,13377,-25261
2396,20105,-22501
-7796,23661,-15865
-16747,23574,-6827
-22456,20352,2104
-24345,13340,11005
-22737,3683,19054
-17510,-8423,25933
-9000,-15893,24893
181,-21445,21264
11356,-23491,12135
19028,-23087,4059
23397,-18546,-4851
24283,-10428,-13855
21243,-453,-20790
14235,10972,-25207
5119,18719,-23838
-7775,22233,-14458
-14301,24061,-9760
-21235,21487,-252
-24201,15501,8700
-23652,6265,17387
-19069,-6323,25392
-10601,-14454,25055
-1204,-20736,21940
9545,-23595,14050
18273,-23182,4909
23001,-19041,-3960
24189,-11042,-13147
21384,-1056,-20328
15163,10188,-25351
6146,18178,-24324
-6212,21957,-15745
-13492,24040,-10548
-20827,21982,-1155
-24131,16475,7656
-24003,7507,16496
-19894,-3403,23297
-12057,-13488,25545
-2268,-20220,22488
8270,-23669,15399
17428,-23318,5890
22633,-19965,-2668
24242,-12251,-11991
22382,-2755,-19627
15881,9549,-25430
6616,17547,-24163
-4793,21780,-16987
-13129,23958,-10829
-20649,21681,-1032
-23892,16124,7768
-23570,6802,16768
-19177,-5300,24477
-10898,-14091,24989
-1551,-20534,22085
9165,-23570,14405
18055,-23215,5160
22930,-19234,-3696
24180,-11368,-12812
21388,-1249,-20139
14874,10164,-25038
5841,18178,-24019
-7016,21862,-14846
-13872,23887,-10015
-21157,21330,-173
-24081,15481,8600
-23425,5944,17481
-18735,-6802,25537
-10180,-14635,24815
-804,-20860,21664
10065,-23541,13476
18521,-23161,4640
23013,-18810,-4203
23941,-10671,-13270
21330,-862,-20468
14660,10518,-25178
5374,18376,-23750
-7668,22064,-14396
-14528,23788,-9260
-21280,21082,198
-24077,14800,9277
-22963,5110,17853
-17923,-7961,25884
-9281,-15369,24650
90,-21120,21030
11401,-23153,11752
19090,-22539,3449
23281,-17778,-5503
23879,-9273,-14606
20501,408,-20909
13249,11929,-25178
3456,19449,-22905
-7730,22996,-15266
-15939,23335,-7396
-21924,20501,1423
-24238,13707,10531
-22840,4211,18629
-17411,-8369,25780
-8328,-16075,24403
693,-21371,20678
12032,-23223,11191
19383,-22394,3011
23359,-17415,-5944
23929,-8984,-14945
20361,866,-21227
12733,12387,-25120
3205,19573,-22778
-7680,23289,-15609
-16462,23157,-6695
-22242,19993,2249
-24127,12733,11394
-22110,2792,19318
-16050,-9260,25310
-7284,-17011,24295
2532,-21771,19239
12766,-23636,10870
20059,-22196,2137
23788,-17205,-6583
24007,-8423,-15584
20286,1163,-21449
12878,12581,-25459
3370,19696,-23066
-7664,23331,-15667
-15708,23854,-8146
-21945,21095,850
-24424,14652,9772
-23017,4690,18327
-18360,-7808,26168
-9776,-15279,25055
-680,-21120,21800
10320,-23648,13328
18508,-23339,4831
23149,-19148,-4001
24337,-11319,-13018
21742,-1315,-20427
14973,10304,-25277
5964,18170,-24134
-6744,22006,-15262
-13682,24118,-10436
-20930,21701,-771
-24139,15906,8233
-23776,6641,17135
-19486,-5193,24679
-11364,-14020,25384
-1930,-20447,22377
8596,-23859,15263
17617,-23508,5891
22815,-19795,-3020
24296,-11983,-12313
22027,-2211,-19816
15716,9570,-25286
6839,17650,-24489
-5201,21866,-16665
-13418,23904,-10486
-20757,22023,-1266
-24164,16409,7755
-23962,7342,16620
-19919,-3671,23590
-12148,-13447,25595
-2462,-20274,22736
8027,-23830,15803
16986,-23735,6749
22576,-20237,-2339
24382,-13051,-11331
22757,-3407,-19350
17015,9025,-26040
7829,16920,-24749
-1893,21837,-19944
-12552,23830,-11278
-20031,22407,-2376
-23793,17242,6551
-24073,8283,15790
-20047,-2013,22060
-12098,-13138,25236
-2425,-20076,22501
8122,-23669,15547
17320,-23277,5957
22662,-19581,-3081
24052,-11591,-12461
21247,-1373,-19874
14784,10184,-24968
6088,18170,-24258
-6608,21953,-15345
-13748,24015,-10267
-20905,21635,-730
-24069,15716,8353
-23751,6699,17052
-19201,-5775,24976
-10840,-14202,25042
-1377,-20608,21985
9256,-23673,14417
18034,-23318,5284
22980,-19008,-3972
24118,-11154,-12964
21689,-1307,-20382
14779,10320,-25099
5671,18339,-24010
-7400,22052,-14652
-14173,24044,-9871
-21219,21256,-37
-24102,15126,8976
-23306,5791,17515
-18731,-7012,25743
-9966,-14907,24873
-511,-20979,21490
10291,-23384,13093
18607,-22930,4323
23100,-18447,-4653
24052,-10139,-13913
20880,-206,-20674
14099,11121,-25220
4351,18933,-23284
-7924,22563,-14639
-15625,23491,-7866
-21862,20620,1242
-24217,13860,10357
-22757,4153,18604
-17432,-8538,25970
-8542,-16058,24600
697,-21388,20691
11793,-23496,11703
19214,-22864,3650
23392,-18001,-5391
24304,-9920,-14384
21037,-45,-20992
13666,11603,-25269
4244,19148,-23392
-7854,22671,-14817
-15295,23706,-8411
-21792,20988,804
-24267,14326,9941
-23021,4735,18286
-17890,-8080,25970
-9033,-15584,24617
-119,-21190,21309
11302,-23351,12049
19127,-22765,3638
23343,-18220,-5123
24279,-9829,-14450
20719,222,-20941
13686,11640,-25326
4240,19173,-23413
-7953,22827,-14874
-15266,23805,-8539
-21813,21120,693
-24362,14812,9550
-23199,4978,18221
-18513,-7689,26202
-9871,-15217,25088
-577,-21054,21631
10382,-23656,13274
18624,-23339,4715
23223,-19160,-4063
24444,-11195,-13249
21775,-1303,-20472
15039,10254,-25293
6208,18096,-24304
-5775,22101,-16326
-13348,24288,-10940
-20781,22056,-1275
-24073,16520,7553
-24077,7462,16615
-19890,-3489,23379
-12024,-13542,25566
-2409,-20352,22761
8118,-23904,15786
17419,-23586,6167
22720,-20163,-2557
24403,-12568,-11835
22510,-2949,-19561
16644,9046,-25690
7837,17023,-24860
-1534,21936,-20402
-12738,23685,-10947
-20138,22646,-2508
-23941,17527,6414
-24304,8625,15679
-20744,-1047,21791
-12886,-12762,25648
-3184,-19890,23074
7812,-23677,15865
16561,-23739,7178
22332,-20666,-1666
24543,-13839,-10704
23219,-4331,-18888
17939,8501,-26440
8823,16161,-24984
-511,21615,-21104
-11809,23632,-11823
-19527,23062,-3535
-23636,18364,5272
-24527,9702,14825
-21128,-214,21342
-14016,-11653,25669
-4331,-19300,23631
8052,-22770,14718
15365,-23941,8576
21821,-21252,-569
24395,-14520,-9875
22551,-4042,-18509
17316,8526,-25842
8679,16306,-24985
-895,21693,-20798
-12069,23508,-11439
-19738,22572,-2834
-23710,17589,6121
-24217,8654,15563
-20431,-1212,21643
-12874,-12593,25467
-3217,-19845,23062
7742,-23623,15881
16619,-23739,7120
22374,-20575,-1799
24366,-13488,-10878
22728,-3580,-19148
17246,8856,-26102
8130,16599,-24729
-948,21821,-20873
-12366,23694,-11328
-19919,22477,-2558
-23747,17795,5952
-24180,8732,15448
-20439,-1155,21594
-13022,-12482,25504
-3287,-19779,23066
7709,-23603,15894
16660,-23496,6836
22468,-20241,-2227
24308,-12989,-11319
22308,-3015,-19293
16318,9132,-25450
7334,17271,-24605
-3064,21879,-18815
-13035,23793,-10758
-20414,21883,-1469
-23945,16590,7355
-23986,7623,16363
-19783,-3386,23169
-11690,-13641,25331
-2112,-20348,22460
8171,-23863,15692
17415,-23475,6060
22712,-19816,-2896
24523,-12593,-11930
22514,-2776,-19738
16306,9297,-25603
7400,17312,-24712
-3213,21932,-18719
-12903,23883,-10980
-20447,22044,-1597
-23937,17044,6893
-24131,7973,16158
-20006,-2334,22340
-12028,-13286,25314
-2644,-20092,22736
8258,-23764,15506
17209,-23413,6204
22658,-19812,-2846
24164,-12106,-12058
21961,-2277,-19684
15353,9788,-25141
6501,17696,-24197
-6183,21841,-15658
-13744,23920,-10176
-20893,21829,-936
-24172,16066,8106
-23566,6410,17156
-19375,-5680,25055
-11232,-14053,25285
-1967,-20554,22521
8340,-24011,15671
17564,-23628,6064
22848,-20158,-2690
24374,-12251,-12123
22506,-2743,-19763
16244,9442,-25686
7577,17213,-24790
-2355,22097,-19742
-12626,24110,-11484
-20138,22732,-2594
-23991,17729,6262
-24547,9194,15353
-20971,-622,21593
-13752,-11974,25726
-4191,-19399,23590
8056,-23005,14949
15662,-24077,8415
22031,-21223,-808
24626,-14730,-9896
23120,-4677,-18443
18385,8035,-26420
9446,15732,-25178
-16,21487,-21471
-11310,23545,-12235
-19008,23364,-4356
-23578,18777,4801
-24527,10300,14227
-21470,482,20988
-14693,-10993,25686
-4867,-18966,23833
8023,-22506,14483
15126,-24036,8910
21730,-21301,-429
24572,-15138,-9434
23698,-5577,-18121
18211,8307,-26518
9825,15279,-25104
647,21231,-21878
-11339,23863,-12524
-18480,23887,-5407
-23372,19404,3968
-24556,10419,14137
-22089,1447,20642
-14701,-10918,25619
-6216,-18273,24489
6439,-22110,15671
14742,-24238,9496
21181,-22093,912
24440,-16058,-8382
23277,-5234,-18043
18855,6311,-25166
10782,14602,-25384
1435,20856,-22291
-10795,23632,-12837
-18933,23265,-4332
-23285,19234,4051
-24337,10947,13390
-21256,226,21030
-14746,-10555,25301
-5090,-18739,23829
7606,-22287,14681
14635,-24156,9521
21594,-21507,-87
24226,-14738,-9488
22897,-4125,-18772
18253,7899,-26152
9553,15547,-25100
99,21379,-21478
-12127,23644,-11517
-19115,23166,-4051
-23512,18752,4760
-24432,9293,15139
-21392,297,21095
-13624,-12098,25722
-4863,-18995,23858
8047,-22452,14405
16013,-23801,7788
22118,-20946,-1172
24576,-14066,-10510
23339,-5102,-18237
17799,8534,-26333
9801,15423,-25224
-532,21676,-21144
-10898,23545,-12647
-19593,22786,-3193
-23479,18587,4892
-24626,10448,14178
-21153,132,21021
-14037,-11463,25500
-4475,-19111,23586
7887,-23405,15518
16429,-23776,7347
21936,-21004,-932
24523,-13517,-11006
23289,-4822,-18467
17205,8753,-25958
8225,16669,-24894
-235,21478,-21243
-12585,23574,-10989
-19960,22563,-2603
-23842,17799,6043
-24366,8992,15374
-21247,45,21202
-13055,-12581,25636
-4215,-19317,23532
8035,-22918,14883
15683,-23797,8114
22460,-20554,-1906
24424,-13315,-11109
22798,-3576,-19222
16714,9070,-25784
7722,16995,-24717
-2136,21850,-19714
-12762,23714,-10952
-20158,22481,-3135
-24003,17176,6827
-24234,8980,15254
-19932,-3003,22935
-12234,-13270,25504
-3333,-19729,23062
8010,-23879,15869
16372,-23875,7503
22724,-20389,-2335
24477,-13719,-10758
22815,-3250,-19565
16623,9095,-25718
7693,17081,-24774
-1369,22134,-20765
-12556,24011,-11455
-20158,22728,-2570
-23970,17873,6097
-24671,9409,15262
-21041,-548,21589
-14099,-11842,25941
-4533,-19428,23961
7932,-22984,15052
15340,-24345,9005
21866,-21697,-169
24684,-15250,-9434
23467,-5292,-18175
18785,7416,-26201
10382,15208,-25590
924,21326,-22250
-10275,23859,-13584
-18616,23623,-5007
-23566,19424,4142
-24696,11253,13443
-21990,1237,20753
-15287,-10378,25665
-5919,-18414,24333
6736,-22068,15332
14025,-24358,10333
21214,-22015,801
24420,-16145,-8275
24114,-6847,-17267
19824,5156,-24980
11100,14400,-25500
1596,20909,-22505
-9145,24106,-14961
-18290,23817,-5527
-23376,19614,3762
-24807,11880,12927
-22539,2145,20394
-16227,-9652,25879
-7198,-17708,24906
3279,-22233,18954
13002,-24354,11352
20509,-22827,2318
24308,-17613,-6695
24428,-8410,-16018
20307,2074,-22381
12606,13154,-25760
2937,20245,-23182
-8031,24114,-16083
-17419,23830,-6411
-22935,20328,2607
-24514,12581,11933
-22786,3023,19763
-16483,-9322,25805
-7165,-17506,24671
2800,-22110,19310
13109,-24151,11042
20670,-22353,1683
24069,-16500,-7569
23784,-7024,-16760
19606,4422,-24028
11298,14247,-25545
1753,20794,-22547
-8662,24209,-15547
-18154,23599,-5445
-23211,19828,3383
-24609,11950,12659
-22547,2376,20171
-15901,-9693,25594
-7099,-17729,24828
4050,-22126,18076
13356,-24139,10783
20794,-22390,1596
24444,-16854,-7590
24156,-7375,-16781
20022,3931,-23953
11809,13868,-25677
2351,20530,-22881
-8097,24288,-16191
-17729,23706,-5977
-23034,20084,2950
-24679,12441,12238
-22633,2664,19969
-16240,-9623,25863
-7181,-17601,24782
4417,-22081,17664
13443,-24209,10766
20893,-22031,1138
24283,-16223,-8060
23813,-6752,-17061
19395,5288,-24683
10522,14726,-25248
1080,20950,-22030
-9702,23801,-14099
-18603,23413,-4810
-23355,19267,4088
-24663,11055,13608
-21821,1060,20761
-14998,-10609,25607
-5663,-18645,24308
6942,-22279,15337
13983,-24407,10424
21239,-22006,767
24428,-16017,-8411
23718,-6224,-17494
19090,6232,-25322
10428,14850,-25278
1027,20988,-22015
-9978,23755,-13777
-18599,23463,-4864
-23500,19111,4389
-24440,10502,13938
-21297,482,20815
-14643,-10877,25520
-5057,-18913,23970
7907,-22452,14545
15155,-24246,9091
21817,-21289,-528
24448,-14664,-9784
23331,-5007,-18324
18257,8023,-26280
9367,15782,-25149
-66,21565,-21499
-11286,23768,-12482
-19102,23430,-4328
-23623,18822,4801
-24766,10782,13984
-21747,746,21001
-14982,-10758,25740
-5754,-18711,24465
7090,-22398,15308
14177,-24585,10408
21400,-22114,714
24597,-16260,-8337
23999,-6550,-17449
19684,5346,-25030
11521,14272,-25793
2120,20818,-22938
-8464,24255,-15791
-17696,23953,-6257
-23215,20521,2694
-24774,12717,12057
-22881,3003,19878
-16809,-9235,26044
-7507,-17490,24997
2413,-22204,19791
13146,-24098,10952
20381,-22708,2327
24234,-17287,-6947
24609,-8415,-16194
20600,1435,-22035
12659,13047,-25706
3077,20105,-23182
-7651,24085,-16434
-16974,23982,-7008
-22782,20592,2190
-24688,13208,11480
-22963,3275,19688
-16764,-9079,25843
-7676,-17320,24996
2124,-22217,20093
12907,-24127,11220
20402,-22798,2396
24283,-17716,-6567
24778,-9021,-15757
20732,1122,-21854
13315,12630,-25945
3625,19940,-23565
-7816,23768,-15952
-16586,24172,-7586
-22708,20930,1778
-24684,13480,11204
-23100,3704,19396
-17193,-9004,26197
-7977,-17032,25009
969,-22027,21058
12597,-23883,11286
20105,-22881,2776
24044,-17655,-6389
24391,-8563,-15828
20629,1258,-21887
12837,12919,-25756
3023,20142,-23165
-7755,24032,-16277
-17283,23830,-6547
-22827,20534,2293
-24733,13158,11575
-22774,3126,19648
-17028,-8976,26004
-8060,-17056,25116
1080,-22147,21067
12688,-23929,11241
20167,-22963,2796
24209,-17956,-6253
24547,-8740,-15807
20839,936,-21775
13105,12762,-25867
3271,20031,-23302
-7730,23999,-16269
-17085,23821,-6736
-22629,20823,1806
-24642,13299,11343
-23034,3498,19536
-17160,-9091,26251
-8142,-17015,25157
1571,-22159,20588
12783,-23982,11199
20270,-22666,2396
24106,-17700,-6406
24671,-8707,-15964
20686,1167,-21853
12907,12956,-25863
2982,20051,-23033
-7672,23982,-16310
-17271,23714,-6443
-22728,20608,2120
-24787,12948,11839
-22819,3023,19796
-16240,-9475,25715
-7148,-17580,24728
2780,-22262,19482
13261,-24048,10787
20637,-22534,1897
24374,-17036,-7338
24399,-7812,-16587
20274,2858,-23132
12222,13406,-25628
2602,20315,-22917
-8002,24176,-16174
-17452,23892,-6440
-22976,20443,2533
-24572,12651,11921
-22551,2751,19800
-16603,-9281,25884
-7425,-17506,24931
2961,-22077,19116
13220,-24106,10886
20616,-22386,1770
24259,-16685,-7574
23929,-7082,-16847
19540,4752,-24292
11042,14408,-25450
1670,20790,-22460
-9380,23986,-14606
-18269,23574,-5305
-23376,19387,3989
-24783,11665,13118
-22213,1645,20568
-15633,-10048,25681
-7057,-18038,25095
3836,-22452,18616
13253,-24519,11266
20715,-22683,1968
24391,-17444,-6947
24415,-7899,-16516
20497,2499,-22996
12684,13270,-25954
3254,20266,-23520
-7829,24197,-16368
-16945,24114,-7169
-22836,21186,1650
-24956,14045,10911
-23446,4199,19247
-18195,-8559,26754
-9099,-16330,25429
132,-21916,21784
11760,-23838,12078
19490,-23401,3911
23941,-18777,-5164
25104,-10390,-14714
21701,-185,-21516
14247,11574,-25821
4599,19338,-23937
-7899,23137,-15238
-15604,24531,-8927
-22155,21689,466
-24791,14994,9797
-23817,5271,18546
-19065,-7651,26716
-9858,-15741,25599
-457,-21549,22006
11050,-23850,12800
19173,-23677,4504
23834,-19135,-4699
25051,-10663,-14388
21767,-536,-21231
15093,10951,-26044
5651,18892,-24543
-6967,22716,-15749
-14210,24968,-10758
-21536,22617,-1081
-24807,16442,8365
-24613,7152,17461
-20266,-4665,24931
-12024,-14136,26160
-2409,-20889,23298
7771,-24803,17032
17374,-24816,7442
23095,-21433,-1662
25216,-14218,-10998
24090,-4793,-19297
18805,8291,-27096
10007,16013,-26020
808,21874,-22682
-10498,24444,-13946
-18954,24358,-5404
-24073,19998,4075
-25364,11661,13703
-22761,1749,21012
-16157,-10159,26316
-6925,-18459,25384
4587,-22724,18137
13492,-25117,11625
21165,-23277,2112
25063,-18154,-6909
25331,-8885,-16446
21458,1047,-22505
13938,12729,-26667
4092,20381,-24473
-7854,24069,-16215
-16190,25137,-8947
-22679,22431,248
-25517,15769,9748
-24733,6092,18641
-19960,-6950,26910
-11149,-15382,26531
-1592,-21643,23235
9392,-24873,15481
18583,-24696,6113
23982,-20773,-3209
25682,-12771,-12911
23648,-2833,-20815
